GEOID,cen2010_pct_vacant_hu
01001,8.646939236503275
01003,29.67586319562564
01005,16.98368416603263
01007,11.446386816612849
01009,9.666345711056223
01011,16.64811929668373
01013,14.783219590525892
01015,11.18054382705624
01017,18.060456363208658
01019,34.677568082621256
01021,14.109347442680775
01023,19.301141835190535
01025,18.206994777654693
01027,16.32231404958678
01029,12.31021137243227
01031,11.110613524406627
01033,11.58863265781505
01035,20.696461299873114
01037,25.99567767829577
01039,17.515534547772056
01041,16.080178173719375
01043,14.006584984077291
01045,11.518278431891343
01047,15.558194774346793
01049,13.71628789096403
01051,13.338641026426187
01053,14.12713817784787
01055,11.417372613478316
01057,15.846864999407373
01059,12.38054485808016
01061,13.927642468668717
01063,24.82524465747953
01065,18.05355976485957
01067,21.336182656619055
01069,9.598623094066507
01071,13.205035100459936
01073,12.305358141020523
01075,17.011150394343215
01077,11.67134799388002
01079,10.342110447173157
01081,10.753153499703483
01083,10.095205420705035
01085,15.330739299610896
01087,17.15566819378107
01089,8.02133194944246
01091,16.625964638077562
01093,14.154848340910634
01095,11.233949729810124
01097,11.089474511212373
01099,18.697608753198626
01101,11.471748605385622
01103,8.131971167933116
01105,16.6772218703821
01107,15.511968786249078
01109,13.473504945306871
01111,23.518611250208647
01113,13.685708477332792
01115,11.021074252272024
01117,8.519204643695195
01119,17.049808429118773
01121,14.015314926660915
01123,23.18303107050789
01125,10.287256103308511
01127,13.77531152647975
01129,19.61460687522303
01131,20.62311913613029
01133,24.545252060286586
02013,25.970548862115127
02016,37.16951788491446
02020,5.0428197324651425
02050,21.42253759080926
02060,56.34674922600619
02068,54.488989271597966
02070,35.59950556242274
02090,12.785103989660868
02100,29.55242182709994
02105,48.4472049689441
02110,6.648793565683646
02122,27.526326116816012
02130,13.963671748297113
02150,12.690929662455213
02158,20.064131928538707
02164,63.182423435419445
02170,22.998378862300083
02180,29.76546906187625
02185,18.84
02188,29.109715552271886
02195,19.80942828485456
02198,26.671122994652407
02220,13.578742077035594
02230,31.446540880503143
02240,34.43167305236271
02261,35.004916420845625
02275,26.260504201680675
02282,40
02290,45.09658246656761
04001,29.96555330011687
04003,13.848003929472737
04005,26.23142401415012
04007,32.71759740656921
04009,14.329738058551616
04011,27.08142726440988
04012,42.688017945043306
04013,13.890008961256747
04015,25.580871148939238
04017,37.37398573887386
04019,11.850291103152804
04021,21.122709173355442
04023,14.286507495835647
04025,17.684185743262823
04027,26.27546955036995
05001,15.16532428995337
05003,13.534576304626617
05005,16.97077059344553
05007,11.814060418546688
05009,10.144410768407916
05011,20.255972696245735
05013,21.919226786330686
05015,15.97462939744819
05017,15.532189632909057
05019,15.4260953298026
05021,14.767774872369568
05023,30.001263743207378
05025,15.94488188976378
05027,15.84166954122111
05029,12.932098765432098
05031,7.9575465876835745
05033,10.216350756270343
05035,11.461678067848666
05037,10.836622946644594
05039,23.809523809523807
05041,15.013576106053348
05043,12.464319695528069
05045,8.577190423067021
05047,12.26779703278893
05049,23.340218353496606
05051,18.900846719949353
05053,10.634184068058778
05055,8.199195171026156
05057,15.164603128899126
05059,11.638291934133408
05061,13.994870150689323
05063,11.095323407672824
05065,20.754977876106196
05067,11.53795553216682
05069,12.52196570320548
05071,13.252585978251261
05073,27.636113025499654
05075,13.275
05077,16.804407713498623
05079,13.436213991769547
05081,16.238390092879257
05083,13.889988128215276
05085,7.136825874665003
05087,17.470926346745088
05089,20.771862304896302
05091,10.694466054665215
05093,13.285106798963781
05095,21.86307519640853
05097,30.591705708832208
05099,18.978742055665133
05101,23.434819897084047
05103,16.14206234280924
05105,15.019360097819442
05107,16.14655342682204
05109,20.125448028673834
05111,10.702188043577772
05113,15.516896620675865
05115,8.602403037063128
05117,18.165667332889186
05119,9.559966961920766
05121,14.260542699400917
05123,11.804090617261304
05125,7.5204748833991655
05127,15.886770652801848
05129,27.061224489795922
05131,9.244112642037656
05133,13.242340641788877
05135,25.066177967827326
05137,20.664481525625746
05139,13.748537119014909
05141,28.148864185596906
05143,13.004509839650147
05145,9.683575474021177
05147,19.496532237349086
05149,15.719852337981951
06001,6.421949054929285
06003,71.76136363636364
06005,19.2047471162378
06007,8.574111754578182
06009,32.36884512085945
06011,10.490929849042242
06013,6.220659916105161
06015,11.433935276238156
06017,20.345058360462346
06019,8.284447486934722
06021,9.074039710521433
06023,8.980002924024106
06025,12.379831273298018
06027,15.07702046845326
06029,10.464294380149596
06031,6.004513643513347
06033,25.20004508058154
06035,20.8654602675059
06037,5.917779462630142
06039,11.849816849816849
06041,7.196935637599583
06043,24.48959560266981
06045,13.337301292066561
06047,9.62508064708834
06049,21.725731895223422
06051,58.53939045428407
06053,9.422645417409816
06055,10.743439434613489
06057,21.036318691766496
06059,5.350903368935473
06061,13.115795817829254
06063,42.32943595014776
06065,14.293243346192803
06067,7.552542397271608
06069,5.95970900951315
06071,12.580666831514057
06073,6.68972669657774
06075,8.258830270970071
06077,8.020363200787148
06079,13.040958104249242
06081,4.868077821356229
06083,7.020689113678894
06085,4.38599822762375
06087,9.68739231976722
06089,9.0114211064116
06091,36.340206185567006
06093,18.423253868674195
06095,7.164468427877248
06097,9.16401071505387
06099,7.97925382862682
06101,7.150451887293993
06103,11.931670804461406
06105,29.927427715700954
06107,8.0058717253839209
06109,29.08718473946998
06111,5.245034523154476
06113,5.571988168518667
06115,12.042699475303058
08001,5.744899960768929
08003,8.529142508391823
08005,5.996617722963815
08007,39.88815338963707
08009,25.044483985765126
08011,18.28724353256021
08013,6.115478748101455
08014,5.440254349554005
08015,24.14171656686627
08017,19.384615384615383
08019,25.980650835532103
08021,27.251516565562294
08023,40.68120933792576
08025,16.228351507376523
08027,51.339737108190086
08029,12.825967609113368
08031,7.939201601136471
08033,38.76021798365122
08035,4.530268858963681
08037,38.566683699540114
08039,6.253495916769214
08041,6.680983342034075
08043,13.823926826733187
08045,12.656055600840876
08047,30.89887640449438
08049,59.72230869808853
08051,42.90220820189275
08053,73.9193083573487
08055,38.1871921182266
08057,49.53343701399689
08059,5.134214909095653
08061,23.1055900621118
08063,13.864474057272469
08065,30.859283540154532
08067,18.40680587780356
08069,9.363180181130483
08071,22.307411464037973
08073,19.50413223140496
08075,10.399732769179378
08077,7.261669114360513
08079,70.4412989175687
08081,11.797934151065203
08083,12.84107822060526
08085,9.676712328767124
08087,10.40905134899913
08089,13.82539859516111
08091,34.414531300681155
08093,48.56241485624149
08095,12.841399137517968
08097,37.064772639542966
08099,16.947155839784582
08101,9.42668929609067
08103,20.006044122091264
08105,27.918552036199095
08107,39.32405078819849
08109,31.303669008587043
08111,54.4973544973545
08113,47.96625489605303
08115,22.75618374558304
08117,60.61255947992762
08119,22.447203986395632
08121,18.65242399342646
08123,7.199759038647293
08125,11.509180474697716
09001,7.108113869348681
09003,6.251185707911043
09005,12.461450599657338
09007,10.202172722049253
09009,7.597153622611905
09011,11.518752996016332
09013,6.014181460586926
09015,8.687058056365007
10001,7.744344791698553
10003,6.831838389782585
10005,35.49205110699308
11001,10.114620229914498
12001,10.863203447847756
12003,9.445648807680396
12005,31.3216256899147
12007,13.913359367904823
12009,14.886016660243678
12011,15.343391066995068
12013,15.635939323220537
12015,27.090786231019955
12017,18.868069617819703
12019,8.858210339436658
12021,32.498555484596906
12023,12.903338455091493
12027,21.55586017820425
12029,32.22448760596631
12031,11.850105280499168
12033,14.970410305552914
12035,19.362074287478134
12037,50.83217753120665
12039,13.093407156772274
12041,16.23101135897085
12043,35.04800114629603
12045,41.437980241492866
12047,20.093457943925234
12049,15.192347253651512
12051,17.433397418291676
12053,15.098693552967907
12055,23.078034160257104
12057,11.576744290159152
12059,14.894109478069668
12061,21.17989154638095
12063,17.07375136885207
12065,14.867310012062726
12067,22.47596153846154
12069,16.350106209826478
12071,29.98687681723745
12073,10.626248630534253
