GEOID,year,county-response-rate,us-response-rate
72137,2020,38.8,67
72139,2020,36.4,67
72143,2020,33.2,67
72145,2020,34.3,67
72149,2020,34.1,67
72151,2020,33.4,67
72129,2020,34.8,67
72135,2020,41.8,67
72141,2020,33.1,67
72147,2020,18.8,67
72153,2020,36.7,67
72061,2020,44.7,67
72015,2020,32.1,67
72109,2020,29.8,67
36003,2020,49.6,67
36005,2020,62.8,67
36007,2020,64.7,67
36015,2020,69.5,67
36009,2020,53.7,67
36011,2020,60.8,67
36013,2020,59.1,67
36017,2020,57.7,67
36019,2020,64.5,67
36021,2020,54.2,67
36023,2020,63.2,67
36025,2020,42.7,67
36027,2020,67,67
36029,2020,70.8,67
42103,2020,41.8,67
42105,2020,49.3,67
42107,2020,65.2,67
42109,2020,73.6,67
42111,2020,65.9,67
42113,2020,32.1,67
42115,2020,51.4,67
42117,2020,56.4,67
42119,2020,71.4,67
42121,2020,65,67
42123,2020,62.6,67
42125,2020,71.2,67
42127,2020,49.1,67
42129,2020,73.3,67
42131,2020,57.6,67
42133,2020,76.1,67
16003,2020,48.2,67
16005,2020,72.7,67
16007,2020,48.6,67
16009,2020,56,67
16011,2020,70,67
16013,2020,41.7,67
16015,2020,44.8,67
16017,2020,50.6,67
16019,2020,75.4,67
16021,2020,58.4,67
16023,2020,53,67
16025,2020,31.1,67
16027,2020,76,67
16029,2020,59.2,67
16031,2020,62.2,67
16033,2020,35.5,67
16035,2020,47.4,67
16037,2020,36.6,67
16039,2020,62.6,67
16041,2020,72.9,67
16043,2020,40.5,67
16045,2020,75.7,67
16047,2020,60.4,67
16049,2020,52.5,67
16051,2020,68.5,67
16053,2020,67.2,67
16055,2020,71,67
16057,2020,71.4,67
16059,2020,59.2,67
16061,2020,44.1,67
16063,2020,55.1,67
16065,2020,67.5,67
16067,2020,64.2,67
16069,2020,73.3,67
16071,2020,66,67
16073,2020,56.4,67
16075,2020,74.1,67
16077,2020,59.3,67
16079,2020,57.3,67
16081,2020,46,67
16083,2020,71,67
16085,2020,32.7,67
16087,2020,72.1,67
16001,2020,79,67
44009,2020,63.7,67
44005,2020,65.6,67
44007,2020,63.1,67
44001,2020,73.8,67
44003,2020,73.5,67
42001,2020,76.2,67
42003,2020,72.2,67
42005,2020,67.1,67
27001,2020,38.8,67
27003,2020,84,67
27005,2020,54.9,67
27007,2020,59.6,67
27009,2020,77.5,67
27011,2020,61.1,67
27013,2020,73.2,67
27015,2020,78.3,67
27017,2020,72.9,67
27019,2020,84.7,67
27021,2020,39.1,67
27023,2020,73.2,67
27025,2020,80.4,67
27027,2020,76,67
36031,2020,41.9,67
36033,2020,52,67
36035,2020,56.2,67
36037,2020,65.6,67
36039,2020,44.7,67
36041,2020,19.2,67
36043,2020,55.4,67
36045,2020,49.3,67
36047,2020,59.1,67
36049,2020,44.7,67
36051,2020,64.3,67
36053,2020,65.3,67
36055,2020,68.2,67
36057,2020,59.4,67
36059,2020,74.9,67
36061,2020,63,67
36063,2020,71,67
36065,2020,64.3,67
36067,2020,70.3,67
36069,2020,60.1,67
36071,2020,67,67
36073,2020,54.7,67
36075,2020,63.1,67
36077,2020,54.7,67
36079,2020,71.7,67
36081,2020,62.8,67
36089,2020,57.7,67
36083,2020,64.5,67
36085,2020,66.5,67
36087,2020,71.1,67
36091,2020,68.6,67
36093,2020,67,67
36095,2020,52.2,67
36097,2020,57.9,67
36099,2020,58,67
36101,2020,62.1,67
36103,2020,68.6,67
36105,2020,36.7,67
36107,2020,70.4,67
36109,2020,63.8,67
36111,2020,61.9,67
36113,2020,55.4,67
36115,2020,60.7,67
36117,2020,60.3,67
36119,2020,69.3,67
36121,2020,58.5,67
36123,2020,51,67
36001,2020,66.6,67
27029,2020,53,67
27031,2020,31.9,67
27033,2020,73.2,67
27035,2020,53.8,67
27037,2020,83.1,67
27039,2020,78.8,67
27043,2020,70.9,67
27045,2020,70.8,67
27047,2020,76.2,67
27049,2020,79.1,67
27051,2020,63.8,67
27053,2020,79.6,67
27055,2020,77.1,67
27059,2020,79.6,67
27061,2020,55.6,67
27063,2020,72.6,67
27065,2020,67.9,67
27067,2020,70.2,67
27069,2020,60.9,67
27071,2020,56.7,67
27073,2020,69,67
27075,2020,52,67
27077,2020,33.9,67
27079,2020,74,67
27081,2020,65.6,67
27083,2020,74.3,67
27085,2020,80.5,67
27087,2020,39.8,67
27089,2020,66.7,67
27091,2020,73.3,67
27093,2020,69.8,67
27095,2020,65.2,67
27097,2020,69.3,67
27099,2020,74.6,67
27101,2020,66.3,67
27103,2020,81.6,67
27105,2020,69.4,67
27113,2020,72.2,67
27107,2020,63.3,67
27109,2020,78,67
27111,2020,56.3,67
27115,2020,52.8,67
27117,2020,72.8,67
27119,2020,68.2,67
27121,2020,61.9,67
27123,2020,79.1,67
27125,2020,70.4,67
27127,2020,72.1,67
27131,2020,78.1,67
27133,2020,77.9,67
27135,2020,63.9,67
27137,2020,67.3,67
27141,2020,80.7,67
27143,2020,72.6,67
27147,2020,78.5,67
27149,2020,75,67
27151,2020,70,67
27157,2020,72.6,67
27161,2020,76.9,67
27163,2020,84,67
27167,2020,73.2,67
27169,2020,74.6,67
27173,2020,71.5,67
27139,2020,83.6,67
27145,2020,75.6,67
27153,2020,60.2,67
27159,2020,66.8,67
27165,2020,69.3,67
27171,2020,78.9,67
27041,2020,63.5,67
27129,2020,70.5,67
27057,2020,49.1,67
27155,2020,56.9,67
56003,2020,59.4,67
56005,2020,61.6,67
56007,2020,45,67
56009,2020,57.5,67
56011,2020,51.2,67
56013,2020,55.3,67
56015,2020,61.4,67
56017,2020,56.7,67
56019,2020,63.5,67
56021,2020,71.9,67
56023,2020,51.9,67
56025,2020,65,67
56027,2020,45.9,67
56029,2020,67.8,67
56031,2020,57.8,67
56033,2020,68.3,67
56035,2020,39.6,67
56037,2020,63,67
56039,2020,39.5,67
56041,2020,59.9,67
56043,2020,62.8,67
56045,2020,54.2,67
56001,2020,62.6,67
18007,2020,66.3,67
18001,2020,76.4,67
18003,2020,74.2,67
18005,2020,72.9,67
18009,2020,65.5,67
18011,2020,78.1,67
18013,2020,59.9,67
18015,2020,66.9,67
18017,2020,68.9,67
18019,2020,73.8,67
18021,2020,68.3,67
18023,2020,69.2,67
18025,2020,54.2,67
18027,2020,71.5,67
18033,2020,75.2,67
18035,2020,66,67
18037,2020,80.9,67
18039,2020,71.6,67
18041,2020,69.4,67
18043,2020,76.5,67
18045,2020,68.7,67
18047,2020,70.5,67
18049,2020,65.6,67
18051,2020,70.3,67
18053,2020,65.8,67
18055,2020,62.3,67
18057,2020,78.8,67
18059,2020,78.7,67
18061,2020,74.9,67
18063,2020,79.4,67
18065,2020,69.2,67
18067,2020,69,67
18069,2020,71.9,67
18071,2020,70.9,67
18073,2020,75.1,67
18075,2020,68.9,67
18077,2020,68.5,67
18079,2020,66.9,67
18081,2020,77.4,67
18083,2020,60.8,67
18085,2020,63,67
18087,2020,70.3,67
18089,2020,69.2,67
18091,2020,68.5,67
18093,2020,68.4,67
18095,2020,67.8,67
18097,2020,66,67
18099,2020,69.9,67
18101,2020,64.4,67
18103,2020,67.6,67
18105,2020,67.2,67
18107,2020,70.9,67
18109,2020,73.9,67
18111,2020,70.6,67
18113,2020,70.3,67
18115,2020,70.3,67
18119,2020,62.8,67
18121,2020,59.1,67
18123,2020,72.1,67
18127,2020,78.3,67
18137,2020,70.7,67
18129,2020,73.2,67
18131,2020,64,67
18135,2020,66.4,67
18141,2020,69.2,67
18143,2020,65.7,67
18145,2020,73.6,67
18149,2020,64.8,67
18161,2020,67.4,67
18151,2020,56.5,67
18155,2020,58,67
18157,2020,69.5,67
18163,2020,70.7,67
18165,2020,66.1,67
18169,2020,69.8,67
18171,2020,72.2,67
18175,2020,68.7,67
18177,2020,66.6,67
18179,2020,75.3,67
18183,2020,77.1,67
18133,2020,67.4,67
18139,2020,70.8,67
18147,2020,71.3,67
18153,2020,64.3,67
18159,2020,71.6,67
18167,2020,65.3,67
18173,2020,77.6,67
18181,2020,58.8,67
18031,2020,71.3,67
18117,2020,63.7,67
18029,2020,75.1,67
18125,2020,69.5,67
32003,2020,67.2,67
32005,2020,68.4,67
32007,2020,55.9,67
32009,2020,14.8,67
32011,2020,23.5,67
32013,2020,59,67
32015,2020,45.3,67
32017,2020,33.2,67
32019,2020,69.6,67
32021,2020,48.5,67
32023,2020,47.7,67
32027,2020,47,67
32029,2020,64.6,67
32031,2020,69.6,67
32033,2020,47.4,67
32510,2020,70.1,67
32001,2020,71.3,67
46003,2020,60.3,67
46005,2020,68.8,67
46007,2020,36.5,67
46009,2020,63.8,67
46011,2020,70.7,67
46013,2020,69.5,67
46015,2020,60.3,67
46017,2020,33.9,67
46019,2020,64.8,67
46021,2020,50.2,67
46023,2020,49.2,67
46031,2020,36.7,67
46025,2020,66.7,67
46027,2020,67.6,67
46029,2020,73,67
46033,2020,59.8,67
46035,2020,71.5,67
46037,2020,50.4,67
46039,2020,66.8,67
46041,2020,32.5,67
46043,2020,63.2,67
46045,2020,58.3,67
46047,2020,56.1,67
46049,2020,54.3,67
46051,2020,72.8,67
46053,2020,55.8,67
46055,2020,54,67
46057,2020,61.4,67
46059,2020,59,67
46061,2020,67.9,67
46063,2020,52.6,67
46065,2020,73.2,67
46067,2020,67.1,67
46069,2020,53.6,67
46071,2020,33.8,67
46073,2020,56,67
46075,2020,48.3,67
46077,2020,62.7,67
46079,2020,65.4,67
46081,2020,63.5,67
46083,2020,78.6,67
46085,2020,44.7,67
46087,2020,70.8,67
46089,2020,49.4,67
46091,2020,48.2,67
46093,2020,63.2,67
46095,2020,33.8,67
46097,2020,59.8,67
46099,2020,76,67
46101,2020,68,67
46102,2020,17.5,67
46103,2020,72.1,67
46105,2020,54.5,67
46107,2020,47.1,67
46109,2020,48.3,67
46111,2020,58.1,67
46115,2020,62.3,67
46117,2020,58.3,67
46119,2020,45.9,67
46121,2020,25.1,67
46123,2020,53.3,67
46125,2020,67.8,67
46127,2020,75.1,67
46129,2020,58.7,67
46135,2020,73.6,67
46137,2020,24.1,67
21001,2020,64.6,67
21003,2020,63.9,67
21005,2020,76.5,67
21013,2020,42,67
21007,2020,63.9,67
21009,2020,70.3,67
21011,2020,64.5,67
21015,2020,79.4,67
21017,2020,68.7,67
21019,2020,66.9,67
21021,2020,71.9,67
21023,2020,65.5,67
21025,2020,54.5,67
21027,2020,57.4,67
21029,2020,79.3,67
21031,2020,62.9,67
21033,2020,68.1,67
21035,2020,66.2,67
21037,2020,73.2,67
21039,2020,66.5,67
21041,2020,62.7,67
21043,2020,60.4,67
21045,2020,60.9,67
21047,2020,64.7,67
21051,2020,53,67
21055,2020,63.9,67
21057,2020,47.1,67
21059,2020,77.7,67
21061,2020,52.9,67
21063,2020,47.5,67
21065,2020,66.1,67
21069,2020,67.4,67
21071,2020,50.7,67
21073,2020,73,67
21077,2020,58.6,67
21079,2020,70.5,67
21083,2020,69.6,67
21085,2020,62.5,67
21089,2020,66.1,67
21091,2020,68.3,67
21093,2020,73.3,67
21097,2020,70.4,67
21099,2020,62.6,67
21103,2020,71.8,67
21105,2020,62.7,67
21107,2020,69.4,67
21111,2020,72.1,67
21113,2020,76.1,67
21117,2020,73.7,67
21119,2020,48.6,67
21121,2020,45.7,67
21125,2020,67.6,67
21127,2020,60.5,67
21131,2020,39.4,67
21133,2020,53.8,67
33011,2020,75.1,67
33005,2020,66.9,67
33007,2020,51.2,67
33019,2020,59.5,67
33013,2020,72.1,67
33015,2020,73.8,67
33017,2020,70.1,67
37117,2020,58.1,67
33001,2020,53.4,67
33009,2020,54.3,67
37113,2020,40.9,67
37123,2020,41.3,67
37129,2020,64.1,67
37137,2020,49.5,67
37141,2020,58.4,67
37147,2020,60.9,67
37153,2020,54.3,67
37159,2020,65.6,67
37165,2020,56.8,67
37171,2020,62.3,67
37175,2020,52.3,67
37183,2020,73.3,67
37189,2020,45.7,67
37195,2020,62.8,67
37001,2020,66.6,67
37119,2020,67.7,67
37051,2020,62.6,67
31001,2020,73.9,67
31003,2020,60.6,67
31005,2020,54.1,67
31007,2020,55.5,67
31009,2020,50.5,67
31011,2020,68.9,67
31013,2020,67.1,67
31015,2020,47.5,67
31017,2020,56.6,67
31019,2020,73,67
31021,2020,66.2,67
31023,2020,66.5,67
31025,2020,71,67
31027,2020,67.4,67
31029,2020,58.9,67
31031,2020,53.3,67
31033,2020,65.8,67
31037,2020,65.2,67
31039,2020,70.7,67
31043,2020,66,67
31045,2020,63.6,67
31047,2020,65.5,67
31049,2020,61.9,67
31051,2020,60.8,67
31053,2020,70.1,67
31055,2020,73.7,67
31057,2020,51.7,67
31059,2020,67.6,67
31061,2020,61.7,67
31063,2020,51,67
31065,2020,58,67
31067,2020,72.1,67
31069,2020,54.3,67
31071,2020,48.8,67
31073,2020,50.5,67
31075,2020,53.9,67
31077,2020,55.4,67
31079,2020,73.1,67
31081,2020,75.9,67
31089,2020,63.2,67
31083,2020,45.4,67
31085,2020,56.3,67
31087,2020,51.5,67
31091,2020,53.1,67
31093,2020,72.8,67
31095,2020,66.6,67
31097,2020,66,67
31099,2020,74.9,67
31101,2020,50.7,67
31103,2020,46,67
31105,2020,60.3,67
31107,2020,56.1,67
31109,2020,78.1,67
31111,2020,68.9,67
24041,2020,66.5,67
24035,2020,68.5,67
24037,2020,70.5,67
24039,2020,54.2,67
24043,2020,71.7,67
24045,2020,66.9,67
24047,2020,33.4,67
24510,2020,57,67
24001,2020,64.6,67
22001,2020,59.7,67
22003,2020,47.7,67
22005,2020,67.2,67
22007,2020,53.2,67
22009,2020,52,67
22011,2020,58.9,67
22013,2020,50.5,67
22015,2020,62.9,67
22017,2020,63.7,67
22019,2020,60,67
22021,2020,45,67
22023,2020,43.2,67
22053,2020,59.6,67
22055,2020,65.7,67
22057,2020,65.4,67
22059,2020,44.3,67
22061,2020,58.1,67
22063,2020,61.6,67
22065,2020,52.3,67
22067,2020,59,67
22069,2020,50.3,67
22071,2020,58.5,67
22073,2020,60.5,67
22075,2020,56.5,67
22077,2020,49.8,67
22079,2020,59.7,67
22081,2020,44.4,67
22083,2020,59.7,67
22085,2020,39.4,67
22087,2020,63.8,67
22089,2020,71,67
22091,2020,47.8,67
22093,2020,56.9,67
22095,2020,62.5,67
22103,2020,70,67
22097,2020,55.4,67
22099,2020,57.8,67
22101,2020,55.7,67
22105,2020,56.5,67
22107,2020,32.1,67
22109,2020,55.1,67
22111,2020,53.6,67
22113,2020,61.3,67
22115,2020,45.9,67
22117,2020,40.9,67
22119,2020,58.6,67
22121,2020,63.4,67
22123,2020,55.8,67
22125,2020,46.5,67
22025,2020,44,67
22027,2020,51.7,67
22029,2020,50,67
22031,2020,55.8,67
22033,2020,63.6,67
22035,2020,54.2,67
22037,2020,52.4,67
22039,2020,55.5,67
22041,2020,57.5,67
22043,2020,53.2,67
22045,2020,61,67
22047,2020,56.7,67
22049,2020,54.6,67
22051,2020,67.4,67
22127,2020,46.2,67
29001,2020,62.9,67
29005,2020,64.9,67
29009,2020,48.4,67
29011,2020,65,67
29013,2020,59,67
29015,2020,44,67
29017,2020,41.1,67
31113,2020,57.6,67
31115,2020,45.3,67
31119,2020,73.1,67
31121,2020,66.6,67
31123,2020,51.6,67
31129,2020,65.5,67
31131,2020,73.2,67
31133,2020,59,67
31137,2020,70.5,67
31139,2020,72.6,67
31143,2020,62.4,67
31145,2020,67.6,67
31149,2020,57.1,67
31151,2020,68.9,67
31153,2020,79.9,67
31157,2020,66.3,67
31159,2020,77.7,67
31163,2020,55,67
31165,2020,47.3,67
31167,2020,70.5,67
31171,2020,42.3,67
31173,2020,43.6,67
31185,2020,71.3,67
31177,2020,78.5,67
31179,2020,67.7,67
31181,2020,59.4,67
31127,2020,63.9,67
31135,2020,68.6,67
31141,2020,75.8,67
31147,2020,64.8,67
31155,2020,62.8,67
31161,2020,55.3,67
31169,2020,66.2,67
31175,2020,63.7,67
31183,2020,43.6,67
31041,2020,63.9,67
31125,2020,58.2,67
31035,2020,68.6,67
31117,2020,53.7,67
25003,2020,63.2,67
25005,2020,70.3,67
25007,2020,32.4,67
25009,2020,71.7,67
25011,2020,73.3,67
25013,2020,70.5,67
25015,2020,75.3,67
25017,2020,75.2,67
25019,2020,30.3,67
25021,2020,75.6,67
25023,2020,71.4,67
25025,2020,59.5,67
25027,2020,70.7,67
25001,2020,50.9,67
37003,2020,66.6,67
37005,2020,44.2,67
37007,2020,52.7,67
37009,2020,51.6,67
37011,2020,32.6,67
37013,2020,58.2,67
37015,2020,53,67
37017,2020,49,67
37019,2020,53.3,67
37021,2020,64,67
37023,2020,62.5,67
37025,2020,64.6,67
37027,2020,67.3,67
37029,2020,70.3,67
37031,2020,45.1,67
37033,2020,59.1,67
37035,2020,68.8,67
37037,2020,70.8,67
37039,2020,48.7,67
37041,2020,61.6,67
37043,2020,49,67
37045,2020,63.3,67
34003,2020,76.1,67
34005,2020,77.7,67
34007,2020,71.5,67
34009,2020,32.4,67
34011,2020,66.5,67
29025,2020,56,67
29019,2020,67.9,67
29021,2020,65.3,67
29023,2020,58.4,67
29027,2020,66.7,67
34019,2020,78.3,67
34013,2020,62.6,67
34015,2020,75.1,67
34017,2020,60.3,67
34021,2020,70.5,67
34023,2020,74.4,67
34025,2020,72.6,67
34027,2020,78.5,67
34029,2020,66.5,67
34031,2020,68.9,67
34033,2020,66.8,67
34035,2020,77.3,67
34037,2020,71.5,67
34039,2020,71.4,67
34041,2020,73.8,67
34001,2020,60.4,67
38003,2020,61.3,67
38005,2020,37.6,67
38007,2020,48.3,67
38009,2020,54.9,67
38011,2020,57.2,67
38013,2020,48.1,67
38015,2020,78.3,67
38017,2020,71.2,67
38019,2020,62.2,67
38021,2020,61.9,67
38023,2020,41.9,67
38025,2020,44.3,67
38027,2020,65.5,67
38029,2020,58.4,67
38031,2020,69.2,67
38033,2020,59.8,67
38035,2020,71.2,67
38037,2020,52.9,67
38039,2020,60,67
38041,2020,59.1,67
38043,2020,48.9,67
38045,2020,64.3,67
38047,2020,56.6,67
38049,2020,63.7,67
38051,2020,52.1,67
38053,2020,34.5,67
38055,2020,50.2,67
38057,2020,57.5,67
38059,2020,72.6,67
38061,2020,37.7,67
38063,2020,54.4,67
38065,2020,64.3,67
38067,2020,61.3,67
38069,2020,70.7,67
38071,2020,66.6,67
38073,2020,70.6,67
38075,2020,56.4,67
38083,2020,55.8,67
38077,2020,68.7,67
38079,2020,32.3,67
38081,2020,68.4,67
38085,2020,36.3,67
38087,2020,51.8,67
38089,2020,66.6,67
38091,2020,54.4,67
38093,2020,71.4,67
38095,2020,54.4,67
38097,2020,69,67
38099,2020,67.1,67
38101,2020,67.3,67
38103,2020,62.8,67
38105,2020,49.8,67
38001,2020,55.6,67
39001,2020,60.9,67
39003,2020,71,67
39005,2020,75.8,67
39007,2020,62.7,67
39009,2020,62.3,67
39011,2020,77.7,67
39013,2020,65.5,67
39017,2020,73.5,67
39019,2020,63.7,67
39021,2020,73.4,67
39023,2020,69.9,67
39025,2020,76,67
39033,2020,71,67
39027,2020,70.9,67
39029,2020,69.3,67
39031,2020,68,67
39035,2020,67.6,67
39037,2020,74.3,67
39039,2020,75,67
39041,2020,80.6,67
39043,2020,67.3,67
39045,2020,74.7,67
39047,2020,69.7,67
39049,2020,68.4,67
39051,2020,77.1,67
39053,2020,62.1,67
39055,2020,80.5,67
39057,2020,76.8,67
39059,2020,64,67
39061,2020,68.2,67
39063,2020,74.7,67
39065,2020,67.5,67
39067,2020,56.2,67
39071,2020,65.5,67
39073,2020,63.4,67
39075,2020,73.1,67
39077,2020,72.7,67
39079,2020,64.2,67
39081,2020,63.5,67
39083,2020,71.6,67
39085,2020,79.4,67
39087,2020,61.2,67
39089,2020,74.2,67
39093,2020,75.6,67
39101,2020,68,67
39095,2020,66.7,67
39097,2020,74.5,67
39099,2020,69.2,67
39103,2020,82.5,67
39105,2020,60.3,67
39107,2020,75.4,67
39109,2020,77,67
39111,2020,59.1,67
39113,2020,69.3,67
39115,2020,58.2,67
39117,2020,67.4,67
39119,2020,69.7,67
39121,2020,63,67
39123,2020,50.5,67
39125,2020,69,67
39127,2020,65.8,67
39129,2020,72.2,67
39131,2020,59.2,67
39133,2020,73.2,67
39135,2020,71.6,67
39137,2020,75.3,67
39139,2020,71.5,67
39141,2020,67,67
39143,2020,73.6,67
39145,2020,60.7,67
39147,2020,72.5,67
39149,2020,74.5,67
39153,2020,74.6,67
39155,2020,71.1,67
39157,2020,72.6,67
39159,2020,78.7,67
39161,2020,72.8,67
39163,2020,58.4,67
39165,2020,79.6,67
39167,2020,66.6,67
39171,2020,72.2,67
39173,2020,74,67
39175,2020,74,67
39015,2020,66.7,67
39091,2020,62.5,67
39169,2020,77.4,67
39069,2020,70.1,67
39151,2020,75.1,67
35003,2020,19.7,67
35005,2020,62.7,67
35006,2020,37.8,67
35007,2020,37.5,67
35009,2020,56,67
35011,2020,33.3,67
35013,2020,61.2,67
35015,2020,56.2,67
35017,2020,53.6,67
35019,2020,36.8,67
35027,2020,27.5,67
35021,2020,30.7,67
35023,2020,43.5,67
35025,2020,54.7,67
35028,2020,83.8,67
35029,2020,55.8,67
35031,2020,38.1,67
35039,2020,32.6,67
35033,2020,26.9,67
35035,2020,53.1,67
35037,2020,38.7,67
35041,2020,54.1,67
35043,2020,69.1,67
35045,2020,51.7,67
35047,2020,38.8,67
35049,2020,61.5,67
35051,2020,39.2,67
35053,2020,40.7,67
35055,2020,37,67
35057,2020,41.1,67
35059,2020,40.2,67
35061,2020,64.1,67
35001,2020,71.4,67
47001,2020,70,67
47003,2020,67.4,67
47005,2020,59.3,67
47007,2020,48.1,67
47009,2020,71.7,67
47011,2020,69.5,67
47013,2020,55.4,67
47015,2020,63.8,67
47017,2020,63.5,67
47019,2020,66.2,67
47021,2020,70.9,67
47023,2020,67.1,67
47025,2020,60.6,67
47027,2020,49.2,67
47029,2020,61.3,67
47031,2020,71.4,67
47033,2020,58.6,67
47035,2020,62.8,67
47037,2020,64.7,67
47039,2020,51.4,67
47041,2020,53.6,67
47043,2020,71.5,67
47045,2020,66.5,67
47047,2020,73,67
47049,2020,50.7,67
47051,2020,68.2,67
47053,2020,66.8,67
47055,2020,67.4,67
47057,2020,62.6,67
47059,2020,68,67
47061,2020,48.4,67
47063,2020,68.2,67
47065,2020,68,67
47069,2020,49.6,67
47071,2020,49.7,67
47073,2020,66.3,67
47075,2020,60.3,67
47077,2020,63.6,67
47079,2020,61.1,67
47081,2020,64.3,67
47083,2020,60.7,67
47085,2020,56.2,67
47087,2020,57.4,67
47097,2020,54.6,67
47091,2020,62.5,67
47093,2020,71.7,67
47095,2020,55.8,67
47099,2020,68.1,67
47103,2020,67.5,67
47105,2020,73.8,67
47109,2020,44.1,67
47111,2020,57.1,67
47113,2020,67.9,67
47117,2020,71,67
47119,2020,70.4,67
47123,2020,65.3,67
47125,2020,68.3,67
47129,2020,60.7,67
06003,2020,27,67
45089,2020,48.3,67
45091,2020,71.5,67
45001,2020,59.7,67
06005,2020,62.7,67
06007,2020,55.2,67
06009,2020,50.6,67
06011,2020,58.4,67
06013,2020,77.4,67
06015,2020,61.7,67
06017,2020,63,67
06019,2020,68.4,67
06021,2020,65.5,67
06023,2020,62.5,67
06025,2020,62.5,67
06027,2020,55.1,67
06029,2020,64.4,67
06031,2020,67.1,67
06033,2020,49.2,67
06035,2020,52.2,67
06037,2020,65.1,67
06039,2020,62.5,67
06041,2020,76.3,67
06043,2020,50,67
06045,2020,56.1,67
06047,2020,66.8,67
06049,2020,51,67
06051,2020,22.5,67
06053,2020,65.6,67
06055,2020,70.4,67
06057,2020,61.8,67
06059,2020,76.6,67
06061,2020,72.8,67
06063,2020,39.8,67
06065,2020,67.2,67
06067,2020,75,67
06069,2020,70.8,67
06071,2020,66.3,67
06073,2020,73.9,67
06075,2020,66.9,67
47131,2020,67.6,67
47135,2020,45.2,67
06077,2020,69.1,67
06085,2020,77.7,67
06079,2020,68.6,67
06081,2020,78.6,67
06083,2020,71.8,67
06087,2020,71.7,67
06089,2020,67.1,67
06091,2020,43.8,67
06093,2020,57.9,67
06095,2020,74.1,67
06097,2020,70.4,67
06099,2020,71.1,67
06101,2020,71.7,67
06103,2020,64.3,67
06105,2020,30.6,67
06107,2020,65.4,67
06109,2020,55.7,67
06111,2020,76.7,67
06113,2020,74.2,67
06115,2020,63.7,67
06001,2020,75.8,67
23003,2020,54.3,67
23005,2020,67.2,67
23007,2020,41.6,67
23009,2020,44.8,67
23011,2020,62.8,67
23013,2020,55.8,67
23015,2020,49.1,67
23017,2020,48.2,67
23019,2020,61.1,67
23021,2020,40,67
23023,2020,67.2,67
23025,2020,49.6,67
23027,2020,55.9,67
23029,2020,43.6,67
23031,2020,60.2,67
23001,2020,65.6,67
47149,2020,70.6,67
47139,2020,45.9,67
47143,2020,54.9,67
47145,2020,64.8,67
47151,2020,59.9,67
47155,2020,49,67
47157,2020,63.7,67
47159,2020,59.4,67
47163,2020,67.6,67
47165,2020,73.3,67
47167,2020,70.9,67
47171,2020,67.9,67
47173,2020,60.5,67
47177,2020,63.6,67
47181,2020,59.5,67
47185,2020,61.6,67
47187,2020,79.4,67
47101,2020,59.2,67
47107,2020,58.8,67
47115,2020,54.4,67
47121,2020,52.2,67
47127,2020,68.6,67
47133,2020,58.2,67
47161,2020,63.4,67
47141,2020,70,67
47147,2020,70.4,67
47153,2020,57.2,67
47169,2020,51.1,67
47175,2020,61.1,67
47183,2020,65.9,67
47189,2020,74.6,67
47067,2020,53.5,67
47179,2020,70.2,67
47089,2020,65.7,67
45003,2020,60.5,67
45005,2020,40.6,67
45007,2020,67.7,67
45009,2020,50.4,67
45011,2020,55.2,67
45013,2020,50.9,67
47137,2020,47.4,67
45015,2020,67.3,67
45017,2020,57.9,67
45019,2020,62.5,67
45021,2020,61.9,67
45023,2020,60.7,67
45025,2020,54.2,67
45027,2020,46,67
45029,2020,53.3,67
45031,2020,53.5,67
45033,2020,46.2,67
45035,2020,69.9,67
45037,2020,57.7,67
45039,2020,51.8,67
45041,2020,61.2,67
45043,2020,48.6,67
45045,2020,68,67
45047,2020,63.6,67
45049,2020,41,67
45051,2020,49.1,67
45053,2020,50,67
45055,2020,66.7,67
45057,2020,69.5,67
45059,2020,58.2,67
45061,2020,53.1,67
45063,2020,68.4,67
45065,2020,53.3,67
45067,2020,55.5,67
45069,2020,54.7,67
45071,2020,52.9,67
45073,2020,58.8,67
45075,2020,53.3,67
45077,2020,62.5,67
45079,2020,63,67
45081,2020,49.6,67
45083,2020,66.5,67
45085,2020,62,67
45087,2020,59.6,67
13001,2020,48.4,67
13003,2020,36.2,67
13011,2020,64.4,67
13005,2020,55.3,67
13007,2020,40.3,67
13009,2020,48.9,67
13013,2020,72.9,67
13015,2020,67.4,67
13017,2020,47.5,67
13019,2020,53,67
13031,2020,53.2,67
13025,2020,44.5,67
13027,2020,46.1,67
13029,2020,66.7,67
13033,2020,47.3,67
13035,2020,62.5,67
13037,2020,36,67
13039,2020,63.3,67
13043,2020,53.8,67
13045,2020,65.1,67
13047,2020,70.7,67
13049,2020,46.7,67
13053,2020,47.5,67
13055,2020,52.8,67
13057,2020,67.6,67
13059,2020,61.4,67
13061,2020,34.2,67
13065,2020,45,67
13067,2020,70.6,67
13069,2020,48.6,67
13071,2020,51.2,67
13073,2020,74.9,67
13075,2020,54,67
13079,2020,54.7,67
13081,2020,50.1,67
13085,2020,63.8,67
13087,2020,48.7,67
13091,2020,49.6,67
13093,2020,37.5,67
13095,2020,60.2,67
13099,2020,41.4,67
13101,2020,42.8,67
13105,2020,57.9,67
13107,2020,51.6,67
13109,2020,48.2,67
13113,2020,78,67
13115,2020,64.2,67
13117,2020,77.5,67
13121,2020,63.1,67
