GEOID,year,county-response-rate,us-response-rate
13123,2020,47.9,67
13021,2020,52.8,67
13023,2020,57.2,67
13127,2020,58.7,67
13129,2020,62.8,67
13131,2020,51.9,67
13135,2020,71.6,67
13137,2020,62.2,67
13139,2020,65.8,67
13143,2020,64.7,67
13145,2020,68.6,67
13149,2020,65.4,67
13151,2020,71.5,67
13165,2020,29.5,67
13153,2020,70.2,67
13157,2020,71,67
13159,2020,62,67
13167,2020,50.7,67
13171,2020,64.9,67
13173,2020,45,67
13177,2020,71.2,67
13179,2020,57.3,67
13181,2020,52.4,67
13187,2020,66,67
13191,2020,35,67
13193,2020,42.1,67
13195,2020,63.6,67
13199,2020,57.8,67
13201,2020,56.8,67
13207,2020,62.2,67
13209,2020,48.8,67
13211,2020,63.8,67
13213,2020,52.9,67
13215,2020,60.8,67
13217,2020,68.5,67
13219,2020,72.1,67
13221,2020,62.3,67
13223,2020,73.6,67
13225,2020,59.9,67
13227,2020,59.2,67
13229,2020,60.1,67
13231,2020,68.6,67
13233,2020,51.2,67
13235,2020,47.9,67
13237,2020,49.2,67
13247,2020,61.4,67
13241,2020,40.9,67
13243,2020,41.4,67
13245,2020,61.1,67
13249,2020,47.2,67
13251,2020,52.5,67
13253,2020,41.6,67
13255,2020,64.8,67
13257,2020,57.7,67
13259,2020,37.3,67
13261,2020,56.8,67
13263,2020,39.2,67
13265,2020,44.9,67
13267,2020,43.8,67
13269,2020,40,67
13271,2020,34.8,67
13273,2020,46.2,67
13275,2020,59.2,67
13277,2020,58.3,67
13279,2020,51.4,67
13281,2020,48.3,67
13283,2020,52.4,67
13285,2020,63.2,67
13287,2020,51.5,67
13289,2020,47.6,67
13291,2020,54.6,67
13293,2020,64.5,67
13295,2020,60.7,67
13303,2020,48.3,67
13297,2020,71.7,67
13299,2020,56.2,67
13301,2020,50.7,67
13305,2020,56.4,67
13307,2020,46.5,67
13309,2020,35.1,67
13311,2020,52.4,67
13313,2020,58.1,67
13315,2020,41.8,67
13317,2020,45.9,67
13319,2020,49.9,67
13239,2020,28.5,67
13321,2020,55.6,67
13077,2020,72.4,67
13083,2020,54.4,67
13089,2020,65.1,67
13097,2020,68.9,67
13103,2020,66.7,67
13111,2020,39.3,67
13119,2020,56.2,67
13125,2020,52.5,67
13133,2020,57.3,67
13141,2020,27.6,67
13147,2020,59.1,67
13155,2020,50.7,67
13161,2020,52.3,67
13169,2020,65.3,67
13175,2020,56.4,67
13183,2020,46.6,67
13189,2020,61.4,67
13197,2020,36.9,67
13205,2020,54,67
13051,2020,60.5,67
13163,2020,53,67
13063,2020,60.7,67
13185,2020,55.9,67
05001,2020,53.5,67
05003,2020,54.4,67
05005,2020,65.8,67
05007,2020,69.4,67
05009,2020,65.7,67
05011,2020,47.8,67
05013,2020,40.1,67
05015,2020,58.5,67
05017,2020,44.8,67
05019,2020,55.3,67
05021,2020,57.7,67
05023,2020,51.6,67
05025,2020,56.2,67
05027,2020,52.3,67
05029,2020,63.6,67
05031,2020,65.3,67
05033,2020,60.3,67
05035,2020,58,67
05037,2020,57.4,67
05047,2020,61.4,67
05041,2020,49.9,67
05043,2020,56.7,67
05045,2020,69.3,67
05055,2020,67.3,67
05049,2020,51.5,67
05051,2020,59.8,67
05053,2020,56.5,67
05057,2020,52,67
05059,2020,61.7,67
05061,2020,52.6,67
05063,2020,64.1,67
05065,2020,38.5,67
05067,2020,52.1,67
05069,2020,55.9,67
05071,2020,46.3,67
05073,2020,42.2,67
05075,2020,59.4,67
05077,2020,46.7,67
05079,2020,46.5,67
05081,2020,50.6,67
05083,2020,53.9,67
05085,2020,68.9,67
05087,2020,46,67
05089,2020,45.8,67
05091,2020,55.9,67
05093,2020,51.3,67
05095,2020,42,67
05097,2020,43.8,67
05099,2020,54.4,67
05101,2020,32.2,67
05103,2020,56.7,67
05105,2020,56.4,67
05107,2020,46.7,67
05109,2020,49.2,67
05111,2020,59.3,67
05113,2020,55.5,67
05115,2020,66.2,67
05117,2020,47.3,67
05039,2020,46.1,67
05119,2020,64.2,67
05121,2020,61.6,67
05123,2020,46.1,67
05125,2020,65.5,67
05127,2020,45.6,67
05129,2020,46.1,67
05131,2020,66.2,67
05133,2020,55,67
05135,2020,55,67
05137,2020,51.1,67
05139,2020,58.8,67
05141,2020,48.7,67
05143,2020,67.3,67
05145,2020,62.9,67
05147,2020,42.2,67
05149,2020,51.3,67
12001,2020,66.3,67
12003,2020,57,67
12005,2020,47.2,67
12007,2020,56,67
12009,2020,71.5,67
12011,2020,63.2,67
12013,2020,47,67
12021,2020,55.2,67
12015,2020,63.7,67
12017,2020,67.9,67
12019,2020,70.1,67
12023,2020,57.6,67
12027,2020,47.6,67
12029,2020,31.8,67
12031,2020,67.9,67
12033,2020,64.6,67
12035,2020,71.2,67
12037,2020,33.8,67
12039,2020,57.2,67
12041,2020,60.9,67
12043,2020,33.6,67
12045,2020,37.8,67
12047,2020,46,67
12049,2020,45.8,67
12051,2020,44.5,67
12053,2020,71.6,67
12055,2020,59.2,67
12057,2020,66.1,67
12071,2020,59.9,67
12065,2020,53.1,67
12067,2020,46.2,67
12069,2020,64.2,67
12073,2020,63.5,67
12075,2020,55.2,67
12077,2020,32.9,67
12079,2020,47.7,67
12081,2020,59.7,67
12083,2020,66.9,67
12085,2020,68.2,67
12086,2020,63,67
12087,2020,46.3,67
12089,2020,63.4,67
12091,2020,61.8,67
12093,2020,48.5,67
12095,2020,64.7,67
12097,2020,58,67
12099,2020,64.7,67
12101,2020,67,67
12103,2020,67.1,67
12105,2020,62.3,67
12107,2020,52.9,67
12109,2020,72.3,67
12111,2020,66.3,67
12113,2020,71.6,67
12115,2020,65.6,67
12117,2020,73.6,67
12119,2020,71.1,67
12121,2020,57.6,67
12123,2020,40.6,67
12125,2020,54.6,67
12127,2020,66.7,67
12129,2020,64.9,67
12131,2020,33.9,67
12133,2020,55.6,67
08001,2020,72,67
08003,2020,56.1,67
12059,2020,52,67
08007,2020,43.3,67
12061,2020,68.7,67
12063,2020,57.7,67
08005,2020,76.3,67
08009,2020,50.2,67
08011,2020,58.9,67
08013,2020,77,67
08014,2020,77.2,67
08015,2020,58.3,67
08017,2020,50.2,67
08019,2020,59.1,67
08021,2020,44.3,67
08023,2020,28.5,67
08025,2020,59.9,67
08027,2020,39.2,67
08029,2020,66.9,67
08031,2020,69.3,67
08033,2020,43.4,67
08035,2020,81.5,67
08037,2020,38.8,67
08039,2020,75.4,67
08041,2020,74.5,67
08043,2020,66.9,67
08045,2020,66.8,67
08047,2020,54.3,67
08049,2020,29.6,67
08051,2020,39.4,67
08053,2020,18.8,67
08055,2020,42.1,67
08057,2020,32.9,67
08059,2020,80.1,67
08061,2020,54.3,67
08063,2020,59.9,67
08065,2020,49.4,67
08067,2020,60.2,67
08069,2020,70.7,67
08071,2020,52.6,67
08073,2020,55.8,67
08075,2020,69.3,67
08077,2020,73.5,67
08079,2020,24.9,67
08081,2020,59.7,67
08083,2020,63.5,67
08085,2020,69,67
08093,2020,33.9,67
08087,2020,66.1,67
08089,2020,62.7,67
08091,2020,50.7,67
08095,2020,68.2,67
08097,2020,39.7,67
08099,2020,56,67
08101,2020,66.7,67
08103,2020,47.2,67
08105,2020,51.2,67
08107,2020,44.5,67
08109,2020,40.9,67
08111,2020,28.5,67
08113,2020,33.9,67
08115,2020,59.6,67
08123,2020,70.6,67
08117,2020,28.4,67
08119,2020,55.3,67
08121,2020,60,67
08125,2020,65.5,67
10003,2020,70.4,67
10005,2020,53.8,67
10001,2020,69.6,67
01001,2020,71.8,67
01003,2020,57.6,67
01005,2020,56.7,67
01007,2020,58.9,67
01009,2020,67.6,67
01011,2020,50.7,67
01013,2020,57.8,67
01015,2020,65.6,67
01017,2020,59.4,67
01019,2020,47.1,67
01021,2020,62.9,67
01023,2020,55.6,67
01025,2020,56.4,67
01027,2020,59.6,67
01029,2020,59.4,67
01031,2020,63.4,67
01033,2020,67.5,67
01035,2020,51.1,67
01037,2020,38.2,67
01039,2020,59.1,67
01041,2020,57.1,67
01043,2020,66.4,67
01045,2020,60.4,67
01047,2020,54.9,67
01049,2020,53.9,67
01051,2020,68.5,67
01053,2020,60.5,67
01055,2020,67.6,67
01057,2020,61.3,67
01059,2020,61.6,67
01061,2020,59.6,67
01063,2020,43.6,67
01065,2020,55.5,67
01067,2020,52.8,67
01069,2020,63.9,67
01071,2020,63.7,67
01073,2020,66,67
01075,2020,58.1,67
01077,2020,68.5,67
01079,2020,65.5,67
01081,2020,63.8,67
01083,2020,61.5,67
01085,2020,53.1,67
01087,2020,52.6,67
01089,2020,76.2,67
01091,2020,49.5,67
01093,2020,61.1,67
01095,2020,67.1,67
01097,2020,62.1,67
01099,2020,51.9,67
01101,2020,63.9,67
01103,2020,71.5,67
01111,2020,53.7,67
01105,2020,38.2,67
01107,2020,59,67
01109,2020,51.9,67
01113,2020,60.3,67
01115,2020,70.1,67
01117,2020,78,67
01119,2020,44.2,67
01121,2020,53.3,67
01123,2020,57.5,67
01125,2020,61.8,67
29035,2020,30.1,67
29029,2020,36,67
29031,2020,68.5,67
29033,2020,59.8,67
29037,2020,76,67
29039,2020,57.7,67
29041,2020,59.7,67
29043,2020,79.3,67
29045,2020,54.6,67
29047,2020,74.5,67
29049,2020,70.3,67
29051,2020,72.8,67
29053,2020,67.8,67
29055,2020,53.9,67
29057,2020,58.3,67
29059,2020,61.8,67
29061,2020,56.1,67
29063,2020,64.2,67
29065,2020,50.6,67
29069,2020,55.8,67
29071,2020,72.7,67
29073,2020,57.2,67
29077,2020,70.8,67
29079,2020,58.9,67
29083,2020,64.8,67
29085,2020,24.8,67
29087,2020,49.2,67
29091,2020,62.5,67
29093,2020,45.8,67
29099,2020,75.3,67
29101,2020,62.8,67
29105,2020,64,67
29107,2020,67.8,67
29111,2020,62.6,67
29117,2020,67.7,67
29119,2020,50.9,67
29123,2020,55.5,67
29125,2020,51.1,67
29129,2020,48,67
29131,2020,55.5,67
29133,2020,58.1,67
29137,2020,54.8,67
29139,2020,55.6,67
29143,2020,52.8,67
29145,2020,66.4,67
29149,2020,40.9,67
29151,2020,53.4,67
29153,2020,40.9,67
29157,2020,69.7,67
29159,2020,63.9,67
29161,2020,60.1,67
29165,2020,71.1,67
29167,2020,65.8,67
29171,2020,51.6,67
29173,2020,61.5,67
29177,2020,70.3,67
29179,2020,35.5,67
29181,2020,36.1,67
29185,2020,50,67
01131,2020,38.1,67
01133,2020,53.8,67
04003,2020,61.4,67
04005,2020,46.5,67
04007,2020,42.4,67
04009,2020,56.6,67
04011,2020,42.1,67
04012,2020,24.4,67
04013,2020,68.3,67
04015,2020,59.7,67
04017,2020,34.6,67
04019,2020,67.6,67
04021,2020,58.5,67
04023,2020,58.2,67
04025,2020,65.6,67
04027,2020,48.7,67
04001,2020,24.3,67
11001,2020,64,67
09003,2020,72.2,67
09005,2020,69.1,67
09015,2020,68.4,67
09009,2020,68.9,67
09011,2020,70.9,67
09013,2020,75.5,67
09001,2020,70.8,67
09007,2020,72.7,67
17001,2020,74.6,67
17003,2020,47.2,67
17005,2020,70.2,67
17007,2020,78.7,67
17009,2020,62.6,67
17011,2020,71.8,67
17015,2020,66.1,67
17017,2020,68.8,67
17021,2020,71.4,67
17023,2020,68.1,67
17025,2020,71.7,67
01127,2020,59.2,67
01129,2020,48.1,67
17027,2020,76.3,67
17029,2020,67.3,67
17031,2020,67.4,67
17033,2020,69.9,67
17035,2020,68.8,67
17037,2020,75,67
17039,2020,71,67
17041,2020,72.9,67
17043,2020,80.8,67
17045,2020,67,67
17053,2020,72.3,67
17047,2020,68,67
17049,2020,77.3,67
17051,2020,64.1,67
17055,2020,67.6,67
17057,2020,70.4,67
17059,2020,61.7,67
17061,2020,61.3,67
17063,2020,76.5,67
17065,2020,63.7,67
17067,2020,66.1,67
17071,2020,45.9,67
17073,2020,76.7,67
17077,2020,59.7,67
17079,2020,72,67
17083,2020,71.2,67
17085,2020,62,67
17087,2020,64.1,67
17091,2020,70.9,67
17093,2020,82.3,67
17097,2020,76.9,67
17099,2020,73.6,67
17103,2020,75.1,67
17105,2020,73.6,67
17107,2020,71.5,67
17111,2020,82.3,67
17115,2020,71.1,67
17119,2020,74.1,67
17121,2020,67.3,67
17125,2020,63.8,67
17127,2020,64.1,67
17129,2020,74.2,67
17133,2020,82.9,67
17135,2020,72,67
29197,2020,51.2,67
29186,2020,65.9,67
29189,2020,75.8,67
29195,2020,60.1,67
29201,2020,63.8,67
29203,2020,36.4,67
29205,2020,59.8,67
29207,2020,63.3,67
29209,2020,47.6,67
29211,2020,50.9,67
29213,2020,51.1,67
29215,2020,55.8,67
29217,2020,62.1,67
29219,2020,66.1,67
29221,2020,48.8,67
29223,2020,33.3,67
29225,2020,68.1,67
29227,2020,54.6,67
29229,2020,56.9,67
29510,2020,53.9,67
29067,2020,43,67
29075,2020,60.5,67
29081,2020,59.6,67
29089,2020,59.8,67
29095,2020,64.4,67
29121,2020,66.2,67
29103,2020,51.6,67
29109,2020,64.1,67
29115,2020,63.4,67
29127,2020,68.4,67
29135,2020,66,67
29141,2020,41.4,67
29147,2020,65.1,67
29155,2020,49.7,67
29163,2020,62.5,67
29169,2020,51.5,67
29175,2020,63,67
29183,2020,81.6,67
29187,2020,62.5,67
29199,2020,62.7,67
29003,2020,71.7,67
29097,2020,67.8,67
29007,2020,66.5,67
29113,2020,71,67
37047,2020,52.7,67
37049,2020,65.4,67
37053,2020,50.7,67
37055,2020,36.8,67
37057,2020,67.3,67
37061,2020,48.8,67
37063,2020,62,67
37067,2020,66.1,67
37069,2020,62.2,67
37073,2020,62.7,67
37075,2020,34.5,67
37079,2020,57.5,67
37081,2020,69.5,67
37085,2020,60.9,67
37087,2020,57.1,67
37091,2020,53.9,67
37093,2020,59.6,67
37097,2020,68.4,67
37099,2020,36.9,67
37103,2020,54.5,67
37105,2020,66.9,67
37109,2020,70.5,67
37111,2020,57.8,67
37115,2020,55.2,67
37121,2020,54.5,67
37125,2020,62.2,67
37127,2020,65.7,67
37131,2020,47.5,67
37133,2020,57.9,67
37135,2020,72.9,67
37139,2020,65.5,67
37143,2020,60.5,67
37145,2020,66.4,67
37149,2020,57.2,67
37151,2020,64.4,67
37155,2020,50.2,67
17153,2020,53.6,67
17145,2020,68.4,67
17147,2020,78.2,67
17161,2020,71.6,67
17149,2020,64,67
17155,2020,63.8,67
17159,2020,72.3,67
17165,2020,63.9,67
17167,2020,73.7,67
17169,2020,65.5,67
17173,2020,66.9,67
17175,2020,69.8,67
17179,2020,76.8,67
17181,2020,68.1,67
17183,2020,66.1,67
17187,2020,71.8,67
17189,2020,71.3,67
17193,2020,65.3,67
17195,2020,75.2,67
17197,2020,78.6,67
17201,2020,75.2,67
17203,2020,78.4,67
17069,2020,34.7,67
17075,2020,67.3,67
17081,2020,71.1,67
17089,2020,77.5,67
17095,2020,70.8,67
17101,2020,62.4,67
17109,2020,64.1,67
17117,2020,71.8,67
17123,2020,68.2,67
17131,2020,73.4,67
17137,2020,70.9,67
17143,2020,71.4,67
17151,2020,49.5,67
17157,2020,70.8,67
17163,2020,68.4,67
17171,2020,68.6,67
17177,2020,74.5,67
17185,2020,66.6,67
17141,2020,76.4,67
17191,2020,66.5,67
17199,2020,68.9,67
17013,2020,44.8,67
17113,2020,72.9,67
17019,2020,68.6,67
17139,2020,74.2,67
20001,2020,67.2,67
20003,2020,67.4,67
20005,2020,67.6,67
20007,2020,54.7,67
20009,2020,66.5,67
20011,2020,60.8,67
20013,2020,63.1,67
20015,2020,73,67
20017,2020,58.7,67
20019,2020,48.2,67
20021,2020,60.6,67
20023,2020,57.1,67
20025,2020,54.5,67
20027,2020,69,67
20029,2020,66.5,67
20031,2020,66.5,67
20039,2020,58.6,67
20033,2020,50.8,67
20035,2020,65.1,67
20037,2020,63.3,67
20041,2020,68.8,67
20043,2020,57.5,67
20045,2020,71.6,67
20047,2020,60.1,67
20049,2020,49.9,67
20051,2020,69.4,67
20053,2020,60.4,67
20055,2020,60.7,67
20057,2020,64.2,67
20061,2020,57.8,67
20063,2020,64.1,67
20067,2020,64.7,67
20069,2020,60.4,67
20071,2020,63,67
20075,2020,46.4,67
20077,2020,58.8,67
37157,2020,65.2,67
37161,2020,55.2,67
37163,2020,56,67
37167,2020,64.7,67
37169,2020,65.3,67
37173,2020,37,67
37177,2020,45.6,67
37179,2020,74.8,67
37181,2020,57.5,67
37185,2020,47.5,67
37187,2020,52.6,67
37191,2020,62.5,67
37193,2020,60.9,67
37197,2020,65.8,67
37199,2020,50.9,67
37059,2020,71.2,67
37065,2020,58.7,67
37071,2020,62.5,67
37077,2020,68.1,67
37083,2020,56.3,67
37089,2020,66.1,67
37095,2020,39.7,67
37101,2020,69.6,67
37107,2020,59.6,67
30003,2020,28.6,67
30005,2020,40.7,67
30007,2020,62.1,67
30009,2020,46.2,67
30011,2020,40.3,67
30013,2020,69.7,67
30015,2020,48,67
30017,2020,60.4,67
30019,2020,41.9,67
30021,2020,61.9,67
30023,2020,50.8,67
30025,2020,33.4,67
30027,2020,58.3,67
30029,2020,57.1,67
30031,2020,67.3,67
30039,2020,31,67
30033,2020,44.9,67
30035,2020,39,67
30037,2020,40.5,67
30041,2020,57,67
30043,2020,64.6,67
30045,2020,41.4,67
30047,2020,44.6,67
30049,2020,70.7,67
30051,2020,43.5,67
30053,2020,42.1,67
30055,2020,48.6,67
30057,2020,37.5,67
30059,2020,30.8,67
30061,2020,41.1,67
30063,2020,71.6,67
30065,2020,50.6,67
30067,2020,56.3,67
30069,2020,31.2,67
30071,2020,37.3,67
30073,2020,56.9,67
30075,2020,42.4,67
30077,2020,57.5,67
30079,2020,35.8,67
30081,2020,64.6,67
30083,2020,55.1,67
30085,2020,38.4,67
30087,2020,40.4,67
30089,2020,44.2,67
30091,2020,51.1,67
30093,2020,69.2,67
30095,2020,57.6,67
30097,2020,46,67
30099,2020,53.2,67
30101,2020,43.9,67
30103,2020,44.3,67
30105,2020,42.1,67
30107,2020,30.4,67
30109,2020,46,67
30111,2020,74.2,67
30001,2020,55.6,67
33003,2020,40.4,67
20083,2020,64.1,67
20085,2020,71,67
20089,2020,54.2,67
20091,2020,79.7,67
20093,2020,46,67
20097,2020,56,67
20099,2020,63.7,67
20101,2020,53.9,67
20105,2020,60,67
20107,2020,54.3,67
20109,2020,66.7,67
20113,2020,74.3,67
20115,2020,67.9,67
20119,2020,51.5,67
20121,2020,76.4,67
20123,2020,65,67
20127,2020,60.1,67
20129,2020,46.1,67
20139,2020,68.2,67
20131,2020,73.3,67
20135,2020,59.2,67
20137,2020,62.9,67
20143,2020,66.7,67
20145,2020,60.2,67
20149,2020,75.9,67
20151,2020,65.6,67
20153,2020,57.6,67
20157,2020,61.7,67
20159,2020,65,67
20163,2020,63.7,67
20165,2020,51.2,67
20167,2020,62.7,67
20171,2020,68.6,67
20173,2020,70.1,67
20179,2020,61.9,67
20181,2020,63.1,67
20187,2020,49.3,67
20189,2020,60.1,67
20081,2020,50.7,67
20193,2020,66.5,67
20195,2020,62,67
20199,2020,58.3,67
20201,2020,63.7,67
20203,2020,56.8,67
20207,2020,55.2,67
20209,2020,61.8,67
20073,2020,52.3,67
20079,2020,74.9,67
20087,2020,71.4,67
20095,2020,66.9,67
20103,2020,73,67
20111,2020,66.9,67
20117,2020,70.7,67
20125,2020,60.2,67
20133,2020,67.7,67
20141,2020,58.6,67
20147,2020,62.7,67
20155,2020,70.4,67
20161,2020,63.4,67
20169,2020,74.2,67
20177,2020,72.5,67
20183,2020,61.8,67
20191,2020,65.3,67
20197,2020,65.1,67
20205,2020,57.4,67
20065,2020,57.5,67
20175,2020,58.4,67
20059,2020,72.5,67
20185,2020,60.3,67
24003,2020,76.1,67
24005,2020,73.8,67
24009,2020,75.1,67
24011,2020,68.2,67
24013,2020,81.6,67
24015,2020,66.7,67
24017,2020,75.3,67
24019,2020,60.8,67
24021,2020,78.5,67
24029,2020,61.4,67
24023,2020,51.2,67
24025,2020,78.6,67
24027,2020,80.8,67
24031,2020,78,67
24033,2020,70,67
01001,2010,68.6,66.5
01003,2010,59.4,66.5
01005,2010,55.2,66.5
01007,2010,54.8,66.5
01009,2010,66.3,66.5
01011,2010,34,66.5
01013,2010,49.3,66.5
01015,2010,65.1,66.5
01017,2010,59.2,66.5
01019,2010,49.9,66.5
01021,2010,59.9,66.5
01023,2010,52.3,66.5
01025,2010,54.7,66.5
01027,2010,55.6,66.5
01029,2010,57.1,66.5
01031,2010,60.7,66.5
01033,2010,65.1,66.5
01035,2010,47.1,66.5
01037,2010,45.8,66.5
01039,2010,55.1,66.5
01041,2010,53.2,66.5
01043,2010,62.4,66.5
01045,2010,57.4,66.5
01047,2010,56,66.5
01049,2010,56.4,66.5
01051,2010,65.7,66.5
01053,2010,55.4,66.5
01055,2010,66.7,66.5
01057,2010,62.4,66.5
01059,2010,60.5,66.5
01061,2010,56.2,66.5
01063,2010,40.9,66.5
01065,2010,52.4,66.5
01067,2010,54,66.5
01069,2010,64.5,66.5
01071,2010,63.1,66.5
01073,2010,64.8,66.5
01075,2010,55.7,66.5
01077,2010,65.3,66.5
01079,2010,64,66.5
01081,2010,62.4,66.5
01083,2010,67.8,66.5
01085,2010,43.4,66.5
01087,2010,51.6,66.5
01089,2010,69.9,66.5
01091,2010,53.8,66.5
01093,2010,59.8,66.5
01095,2010,64.4,66.5
01097,2010,63,66.5
01099,2010,46.5,66.5
01101,2010,63.5,66.5
01103,2010,67.5,66.5
01105,2010,40.5,66.5
01107,2010,53.2,66.5
01109,2010,53.7,66.5
01111,2010,54.8,66.5
01113,2010,59.4,66.5
01115,2010,62.9,66.5
01117,2010,70.9,66.5
01119,2010,44.3,66.5
01121,2010,61,66.5
01123,2010,58.9,66.5
01125,2010,65,66.5
01127,2010,59,66.5
01129,2010,52.1,66.5
01131,2010,44.4,66.5
01133,2010,51.7,66.5
02013,2010,46.3,66.5
02016,2010,47.8,66.5
02020,2010,67.4,66.5
02050,2010,49,66.5
02063,2010,61.3,66.5
02068,2010,36.4,66.5
02070,2010,50.2,66.5
02090,2010,48.3,66.5
02100,2010,45.3,66.5
02105,2010,38.7,66.5
02110,2010,59.4,66.5
02122,2010,43.2,66.5
02130,2010,44.9,66.5
02150,2010,45.5,66.5
02170,2010,45.8,66.5
02180,2010,50.1,66.5
02185,2010,36.1,66.5
02188,2010,49.8,66.5
02195,2010,69.7,66.5
02198,2010,49.1,66.5
02220,2010,49.6,66.5
02230,2010,41.1,66.5
02240,2010,0.4,66.5
02275,2010,57.4,66.5
02282,2010,41.4,66.5
04001,2010,39.8,66.5
04003,2010,58.2,66.5
04005,2010,51,66.5
04007,2010,43.6,66.5
04009,2010,48.8,66.5
04011,2010,45.4,66.5
04012,2010,32.6,66.5
04013,2010,63.8,66.5
04015,2010,56,66.5
04017,2010,40.4,66.5
04019,2010,65.9,66.5
04021,2010,53.7,66.5
04023,2010,58.1,66.5
04025,2010,58.6,66.5
04027,2010,50.7,66.5
05001,2010,56.6,66.5
05003,2010,61.6,66.5
05005,2010,65.5,66.5
05007,2010,68,66.5
05009,2010,66.2,66.5
05011,2010,49.8,66.5
05013,2010,47,66.5
05015,2010,59.4,66.5
05017,2010,54.4,66.5
05019,2010,60.6,66.5
05021,2010,62.3,66.5
05023,2010,56.9,66.5
05025,2010,61.2,66.5
05027,2010,59,66.5
05029,2010,63.1,66.5
05031,2010,67.9,66.5
05033,2010,65.4,66.5
05035,2010,59,66.5
05037,2010,61.1,66.5
05039,2010,51.3,66.5
05041,2010,53.6,66.5
05043,2010,53,66.5
05045,2010,67.3,66.5
05047,2010,62.8,66.5
05049,2010,55.4,66.5
05051,2010,60.9,66.5
05053,2010,65,66.5
05055,2010,68.4,66.5
05057,2010,55.2,66.5
05059,2010,53.7,66.5
05061,2010,59.7,66.5
05063,2010,66.6,66.5
05065,2010,52.2,66.5
05067,2010,60.3,66.5
05069,2010,60,66.5
05071,2010,60.3,66.5
05073,2010,51.2,66.5
05075,2010,62,66.5
05077,2010,49.5,66.5
05079,2010,50.7,66.5
05081,2010,57.4,66.5
05083,2010,63.6,66.5
05085,2010,66.5,66.5
05087,2010,58,66.5
05089,2010,58.2,66.5
05091,2010,64.3,66.5
05093,2010,57,66.5
05095,2010,49.6,66.5
05097,2010,50.5,66.5
05099,2010,52.8,66.5
05101,2010,51.8,66.5
05103,2010,58,66.5
05105,2010,58.4,66.5
05107,2010,46.4,66.5
05109,2010,56.7,66.5
05111,2010,61.5,66.5
05113,2010,59.8,66.5
05115,2010,66.7,66.5
05117,2010,53.2,66.5
05119,2010,65,66.5
05121,2010,63.5,66.5
05123,2010,52,66.5
05125,2010,69.5,66.5
05127,2010,59.1,66.5
05129,2010,52.7,66.5
05131,2010,65.6,66.5
05133,2010,60.9,66.5
05135,2010,55.5,66.5
05137,2010,58.1,66.5
05139,2010,62.1,66.5
05141,2010,53.5,66.5
05143,2010,60,66.5
05145,2010,64.5,66.5
05147,2010,55.3,66.5
05149,2010,57.2,66.5
06001,2010,70.2,66.5
06003,2010,20.2,66.5
06005,2010,50.2,66.5
06007,2010,65.6,66.5
06009,2010,45.2,66.5
06011,2010,58.2,66.5
06013,2010,72.1,66.5
06015,2010,59.6,66.5
06017,2010,58.8,66.5
06019,2010,66.8,66.5
06021,2010,67.6,66.5
06023,2010,62.6,66.5
06025,2010,58.5,66.5
06027,2010,70.3,66.5
06029,2010,65.2,66.5
06031,2010,64.1,66.5
06033,2010,42.6,66.5
06035,2010,51.4,66.5
06037,2010,69,66.5
06039,2010,67.8,66.5
06041,2010,72.1,66.5
06043,2010,56.7,66.5
06045,2010,53.6,66.5
06047,2010,63.8,66.5
06049,2010,53.3,66.5
06051,2010,25.2,66.5
06053,2010,64.4,66.5
06055,2010,68.1,66.5
06057,2010,61.6,66.5
06059,2010,71.7,66.5
06061,2010,67.5,66.5
06063,2010,33,66.5
06065,2010,63.5,66.5
06067,2010,70.1,66.5
06069,2010,67.5,66.5
06071,2010,65.4,66.5
06073,2010,68,66.5
06075,2010,68.5,66.5
06077,2010,66.5,66.5
06079,2010,66.3,66.5
06081,2010,73.2,66.5
06083,2010,68.5,66.5
06085,2010,74,66.5
06087,2010,67.8,66.5
06089,2010,65.8,66.5
06091,2010,44.1,66.5
06093,2010,56.5,66.5
06095,2010,67.9,66.5
06097,2010,68.6,66.5
06099,2010,66.7,66.5
06101,2010,69.1,66.5
06103,2010,61.4,66.5
06105,2010,47.4,66.5
06107,2010,65,66.5
06109,2010,48.2,66.5
06111,2010,72.5,66.5
06113,2010,71.5,66.5
06115,2010,62,66.5
08001,2010,69.3,66.5
08003,2010,60.6,66.5
08005,2010,71.2,66.5
08007,2010,42.7,66.5
08009,2010,54.2,66.5
08011,2010,55.8,66.5
08013,2010,73.4,66.5
08014,2010,73.2,66.5
08015,2010,61,66.5
08017,2010,54.9,66.5
08019,2010,54.4,66.5
08021,2010,49,66.5
08023,2010,36.6,66.5
08025,2010,56.9,66.5
08027,2010,36.8,66.5
08029,2010,64.5,66.5
08031,2010,69,66.5
08033,2010,38.9,66.5
08035,2010,77.3,66.5
08037,2010,40.9,66.5
08039,2010,75.2,66.5
08041,2010,69,66.5
08043,2010,63.2,66.5
08045,2010,60.1,66.5
08047,2010,48.7,66.5
08049,2010,31,66.5
08051,2010,40.2,66.5
08053,2010,19.9,66.5
08055,2010,41.6,66.5
08057,2010,38.6,66.5
08059,2010,77,66.5
08061,2010,53.8,66.5
08063,2010,63.1,66.5
08065,2010,45.7,66.5
08067,2010,58.2,66.5
08069,2010,70.7,66.5
08071,2010,50,66.5
08073,2010,59,66.5
08075,2010,66.1,66.5
08077,2010,70.3,66.5
08079,2010,21.1,66.5
08081,2010,63.3,66.5
08083,2010,62.5,66.5
