GEOID,month,county_unemployment_rate,national_unemployment_rate
010010,01/01/20,2.9,4
010010,02/01/20,2.6,3.8
010010,03/01/20,2.5,4.5
010010,04/01/20,10.9,14.4
010010,05/01/20,6.4,13
010010,06/01/20,6.5,11.2
010010,07/01/20,6.3,10.5
010010,08/01/20,5.8,8.5
010010,09/01/20,5.5,7.7
010010,10/01/20,3.4,6.6
010010,11/01/20,3.1,6.4
010010,12/01/20,2.9,6.5
010030,01/01/20,3,4
010030,02/01/20,2.5,3.8
010030,03/01/20,2.5,4.5
010030,04/01/20,14.5,14.4
010030,05/01/20,7.6,13
010030,06/01/20,7.3,11.2
010030,07/01/20,7.1,10.5
010030,08/01/20,6.4,8.5
010030,09/01/20,5.9,7.7
010030,10/01/20,3.9,6.6
010030,11/01/20,3.4,6.4
010030,12/01/20,3.1,6.5
010050,01/01/20,3.7,4
010050,02/01/20,3.3,3.8
010050,03/01/20,3.4,4.5
010050,04/01/20,9.3,14.4
010050,05/01/20,7.2,13
010050,06/01/20,9.1,11.2
010050,07/01/20,9.8,10.5
010050,08/01/20,9.9,8.5
010050,09/01/20,10.1,7.7
010050,10/01/20,6.9,6.6
010050,11/01/20,6,6.4
010050,12/01/20,5.7,6.5
010070,01/01/20,3.2,4
010070,02/01/20,2.9,3.8
010070,03/01/20,2.9,4.5
010070,04/01/20,17.1,14.4
010070,05/01/20,8.9,13
010070,06/01/20,8.6,11.2
010070,07/01/20,8.3,10.5
010070,08/01/20,7.9,8.5
010070,09/01/20,7,7.7
010070,10/01/20,4.5,6.6
010070,11/01/20,4.1,6.4
010070,12/01/20,3.8,6.5
010090,01/01/20,2.9,4
010090,02/01/20,2.4,3.8
010090,03/01/20,2.5,4.5
010090,04/01/20,9.1,14.4
010090,05/01/20,5.3,13
010090,06/01/20,5.7,11.2
010090,07/01/20,5.3,10.5
010090,08/01/20,4.7,8.5
010090,09/01/20,4.3,7.7
010090,10/01/20,2.6,6.6
010090,11/01/20,2.4,6.4
010090,12/01/20,2.2,6.5
010110,01/01/20,4,4
010110,02/01/20,3.1,3.8
010110,03/01/20,3.1,4.5
010110,04/01/20,8.2,14.4
010110,05/01/20,5.6,13
010110,06/01/20,6.6,11.2
010110,07/01/20,7.4,10.5
010110,08/01/20,7.4,8.5
010110,09/01/20,7,7.7
010110,10/01/20,5,6.6
010110,11/01/20,4.4,6.4
010110,12/01/20,4.2,6.5
010130,01/01/20,4.1,4
010130,02/01/20,4,3.8
010130,03/01/20,3.7,4.5
010130,04/01/20,20,14.4
010130,05/01/20,10.8,13
010130,06/01/20,11.2,11.2
010130,07/01/20,11.9,10.5
010130,08/01/20,11,8.5
010130,09/01/20,10.5,7.7
010130,10/01/20,7.1,6.6
010130,11/01/20,6.1,6.4
010130,12/01/20,5.9,6.5
010150,01/01/20,3.7,4
010150,02/01/20,3.3,3.8
010150,03/01/20,3.2,4.5
010150,04/01/20,17.7,14.4
010150,05/01/20,9.3,13
010150,06/01/20,9.1,11.2
010150,07/01/20,8.8,10.5
010150,08/01/20,8.3,8.5
010150,09/01/20,7.7,7.7
010150,10/01/20,5,6.6
010150,11/01/20,4.4,6.4
010150,12/01/20,4,6.5
010170,01/01/20,3.1,4
010170,02/01/20,2.7,3.8
010170,03/01/20,2.8,4.5
010170,04/01/20,15.7,14.4
010170,05/01/20,10.3,13
010170,06/01/20,9.9,11.2
010170,07/01/20,8.8,10.5
010170,08/01/20,7.9,8.5
010170,09/01/20,7.4,7.7
010170,10/01/20,4.9,6.6
010170,11/01/20,4.3,6.4
010170,12/01/20,3.9,6.5
010190,01/01/20,3.2,4
010190,02/01/20,2.7,3.8
010190,03/01/20,2.6,4.5
010190,04/01/20,12.5,14.4
010190,05/01/20,6.5,13
010190,06/01/20,6.1,11.2
010190,07/01/20,5.3,10.5
010190,08/01/20,4.7,8.5
010190,09/01/20,4.4,7.7
010190,10/01/20,2.8,6.6
010190,11/01/20,2.6,6.4
010190,12/01/20,2.5,6.5
010210,01/01/20,2.8,4
010210,02/01/20,2.4,3.8
010210,03/01/20,2.4,4.5
010210,04/01/20,11.6,14.4
010210,05/01/20,7.3,13
010210,06/01/20,6.7,11.2
010210,07/01/20,6.5,10.5
010210,08/01/20,5.9,8.5
010210,09/01/20,5.4,7.7
010210,10/01/20,3.3,6.6
010210,11/01/20,2.9,6.4
010210,12/01/20,2.7,6.5
010230,01/01/20,5.2,4
010230,02/01/20,4.7,3.8
010230,03/01/20,4.6,4.5
010230,04/01/20,11,14.4
010230,05/01/20,7.6,13
010230,06/01/20,9.4,11.2
010230,07/01/20,8.7,10.5
010230,08/01/20,7.9,8.5
010230,09/01/20,7.6,7.7
010230,10/01/20,4.6,6.6
010230,11/01/20,4.3,6.4
010230,12/01/20,4.3,6.5
010250,01/01/20,5.8,4
010250,02/01/20,5.2,3.8
010250,03/01/20,5.4,4.5
010250,04/01/20,13.6,14.4
010250,05/01/20,9.6,13
010250,06/01/20,11.2,11.2
010250,07/01/20,13,10.5
010250,08/01/20,12.9,8.5
010250,09/01/20,11.8,7.7
010250,10/01/20,6.9,6.6
010250,11/01/20,6.3,6.4
010250,12/01/20,6.1,6.5
010270,01/01/20,3.1,4
010270,02/01/20,2.5,3.8
010270,03/01/20,2.6,4.5
010270,04/01/20,8.5,14.4
010270,05/01/20,4.5,13
010270,06/01/20,4.7,11.2
010270,07/01/20,4.8,10.5
010270,08/01/20,4.6,8.5
010270,09/01/20,4.6,7.7
010270,10/01/20,3,6.6
010270,11/01/20,2.9,6.4
010270,12/01/20,2.7,6.5
010290,01/01/20,3.2,4
010290,02/01/20,2.8,3.8
010290,03/01/20,3,4.5
010290,04/01/20,11.7,14.4
010290,05/01/20,6,13
010290,06/01/20,6,11.2
010290,07/01/20,5.4,10.5
010290,08/01/20,4.7,8.5
010290,09/01/20,4.4,7.7
010290,10/01/20,2.9,6.6
010290,11/01/20,2.6,6.4
010290,12/01/20,2.3,6.5
010310,01/01/20,3,4
010310,02/01/20,2.5,3.8
010310,03/01/20,2.6,4.5
010310,04/01/20,8.7,14.4
010310,05/01/20,5.5,13
010310,06/01/20,6,11.2
010310,07/01/20,5.7,10.5
010310,08/01/20,5.3,8.5
010310,09/01/20,5.1,7.7
010310,10/01/20,3.1,6.6
010310,11/01/20,2.8,6.4
010310,12/01/20,2.6,6.5
010330,01/01/20,4,4
010330,02/01/20,3.6,3.8
010330,03/01/20,3.3,4.5
010330,04/01/20,15.8,14.4
010330,05/01/20,9.1,13
010330,06/01/20,8.7,11.2
010330,07/01/20,8.4,10.5
010330,08/01/20,7.7,8.5
010330,09/01/20,7,7.7
010330,10/01/20,4.3,6.6
010330,11/01/20,3.8,6.4
010330,12/01/20,3.5,6.5
010350,01/01/20,4.1,4
010350,02/01/20,3.6,3.8
010350,03/01/20,3.5,4.5
010350,04/01/20,14.1,14.4
010350,05/01/20,7.9,13
010350,06/01/20,9.2,11.2
010350,07/01/20,10.1,10.5
010350,08/01/20,9.6,8.5
010350,09/01/20,9.2,7.7
010350,10/01/20,6.1,6.6
010350,11/01/20,5.1,6.4
010350,12/01/20,4.8,6.5
010370,01/01/20,3.4,4
010370,02/01/20,2.8,3.8
010370,03/01/20,2.8,4.5
010370,04/01/20,12.8,14.4
010370,05/01/20,7.3,13
010370,06/01/20,7.1,11.2
010370,07/01/20,6.7,10.5
010370,08/01/20,6.4,8.5
010370,09/01/20,6.1,7.7
010370,10/01/20,4.1,6.6
010370,11/01/20,3.7,6.4
010370,12/01/20,3.2,6.5
010390,01/01/20,3.6,4
010390,02/01/20,3.1,3.8
010390,03/01/20,3.1,4.5
010390,04/01/20,10,14.4
010390,05/01/20,6,13
010390,06/01/20,6.5,11.2
010390,07/01/20,6.4,10.5
010390,08/01/20,5.6,8.5
010390,09/01/20,5.2,7.7
010390,10/01/20,3.3,6.6
010390,11/01/20,3,6.4
010390,12/01/20,2.9,6.5
010410,01/01/20,3.4,4
010410,02/01/20,2.7,3.8
010410,03/01/20,2.8,4.5
010410,04/01/20,16.4,14.4
010410,05/01/20,7.3,13
010410,06/01/20,7,11.2
010410,07/01/20,7.2,10.5
010410,08/01/20,6.4,8.5
010410,09/01/20,5.9,7.7
010410,10/01/20,3.7,6.6
010410,11/01/20,3.3,6.4
010410,12/01/20,3.3,6.5
010430,01/01/20,2.8,4
010430,02/01/20,2.4,3.8
010430,03/01/20,2.4,4.5
010430,04/01/20,11.4,14.4
010430,05/01/20,6.4,13
010430,06/01/20,5.6,11.2
010430,07/01/20,5.1,10.5
010430,08/01/20,4.7,8.5
010430,09/01/20,4.3,7.7
010430,10/01/20,2.6,6.6
010430,11/01/20,2.4,6.4
010430,12/01/20,2.1,6.5
010450,01/01/20,3.1,4
010450,02/01/20,2.7,3.8
010450,03/01/20,2.7,4.5
010450,04/01/20,8.7,14.4
010450,05/01/20,5.8,13
010450,06/01/20,6.5,11.2
010450,07/01/20,6.5,10.5
010450,08/01/20,6.3,8.5
010450,09/01/20,6,7.7
010450,10/01/20,3.7,6.6
010450,11/01/20,3.4,6.4
010450,12/01/20,3.3,6.5
010470,01/01/20,5.4,4
010470,02/01/20,5,3.8
010470,03/01/20,4.8,4.5
010470,04/01/20,20.6,14.4
010470,05/01/20,12.8,13
010470,06/01/20,13.6,11.2
010470,07/01/20,14.9,10.5
010470,08/01/20,13.9,8.5
010470,09/01/20,13.3,7.7
010470,10/01/20,8.9,6.6
010470,11/01/20,7.7,6.4
010470,12/01/20,7.4,6.5
010490,01/01/20,3.1,4
010490,02/01/20,2.6,3.8
010490,03/01/20,2.6,4.5
010490,04/01/20,11,14.4
010490,05/01/20,6,13
010490,06/01/20,5.7,11.2
010490,07/01/20,5.6,10.5
010490,08/01/20,5.1,8.5
010490,09/01/20,4.7,7.7
010490,10/01/20,2.9,6.6
010490,11/01/20,2.7,6.4
010490,12/01/20,2.5,6.5
010510,01/01/20,2.8,4
010510,02/01/20,2.5,3.8
010510,03/01/20,2.4,4.5
010510,04/01/20,10.7,14.4
010510,05/01/20,6.2,13
010510,06/01/20,6.6,11.2
010510,07/01/20,6.5,10.5
010510,08/01/20,5.8,8.5
010510,09/01/20,5.5,7.7
010510,10/01/20,3.5,6.6
010510,11/01/20,3.1,6.4
010510,12/01/20,2.8,6.5
010530,01/01/20,3.7,4
010530,02/01/20,3.3,3.8
010530,03/01/20,3.3,4.5
010530,04/01/20,10.7,14.4
010530,05/01/20,6.8,13
010530,06/01/20,8,11.2
010530,07/01/20,8.2,10.5
010530,08/01/20,7.8,8.5
010530,09/01/20,7.3,7.7
010530,10/01/20,4.7,6.6
010530,11/01/20,4.1,6.4
010530,12/01/20,3.9,6.5
010550,01/01/20,4.1,4
010550,02/01/20,3.9,3.8
010550,03/01/20,3.8,4.5
010550,04/01/20,19.2,14.4
010550,05/01/20,10.5,13
010550,06/01/20,9.9,11.2
010550,07/01/20,9.9,10.5
010550,08/01/20,9.1,8.5
010550,09/01/20,8.3,7.7
010550,10/01/20,5.3,6.6
010550,11/01/20,4.5,6.4
010550,12/01/20,4,6.5
010570,01/01/20,3.3,4
010570,02/01/20,2.8,3.8
010570,03/01/20,2.7,4.5
010570,04/01/20,10.3,14.4
010570,05/01/20,7,13
010570,06/01/20,7.2,11.2
010570,07/01/20,6.2,10.5
010570,08/01/20,5.6,8.5
010570,09/01/20,5.1,7.7
010570,10/01/20,3.7,6.6
010570,11/01/20,3.2,6.4
010570,12/01/20,2.9,6.5
010590,01/01/20,3,4
010590,02/01/20,3.4,3.8
010590,03/01/20,2.6,4.5
010590,04/01/20,10.6,14.4
010590,05/01/20,5.5,13
010590,06/01/20,5.9,11.2
010590,07/01/20,5.6,10.5
010590,08/01/20,4.9,8.5
010590,09/01/20,4.4,7.7
010590,10/01/20,2.7,6.6
010590,11/01/20,2.5,6.4
010590,12/01/20,2.2,6.5
010610,01/01/20,3.1,4
010610,02/01/20,2.6,3.8
010610,03/01/20,2.7,4.5
010610,04/01/20,7.6,14.4
010610,05/01/20,4.9,13
010610,06/01/20,5.5,11.2
010610,07/01/20,5.4,10.5
010610,08/01/20,4.8,8.5
010610,09/01/20,4.5,7.7
010610,10/01/20,2.9,6.6
010610,11/01/20,2.7,6.4
010610,12/01/20,2.6,6.5
010630,01/01/20,5.3,4
010630,02/01/20,5,3.8
010630,03/01/20,4.9,4.5
010630,04/01/20,21,14.4
010630,05/01/20,13.6,13
010630,06/01/20,14,11.2
010630,07/01/20,14.5,10.5
010630,08/01/20,14.2,8.5
010630,09/01/20,13.4,7.7
010630,10/01/20,8.8,6.6
010630,11/01/20,7.7,6.4
010630,12/01/20,7.3,6.5
010650,01/01/20,4.2,4
010650,02/01/20,3.9,3.8
010650,03/01/20,4,4.5
010650,04/01/20,21.1,14.4
010650,05/01/20,12.4,13
010650,06/01/20,12.2,11.2
010650,07/01/20,12.2,10.5
010650,08/01/20,11.8,8.5
010650,09/01/20,11.2,7.7
010650,10/01/20,7.7,6.6
010650,11/01/20,6.4,6.4
010650,12/01/20,6.1,6.5
010670,01/01/20,3.7,4
010670,02/01/20,3.1,3.8
010670,03/01/20,3.2,4.5
010670,04/01/20,8.7,14.4
010670,05/01/20,6,13
010670,06/01/20,6.3,11.2
010670,07/01/20,5.7,10.5
010670,08/01/20,5.7,8.5
010670,09/01/20,5.5,7.7
010670,10/01/20,3.5,6.6
010670,11/01/20,3.4,6.4
010670,12/01/20,3.1,6.5
010690,01/01/20,3.1,4
010690,02/01/20,2.7,3.8
010690,03/01/20,2.7,4.5
010690,04/01/20,10.2,14.4
010690,05/01/20,6.6,13
010690,06/01/20,7.3,11.2
010690,07/01/20,7.2,10.5
010690,08/01/20,7,8.5
010690,09/01/20,6.6,7.7
010690,10/01/20,4.2,6.6
010690,11/01/20,3.8,6.4
010690,12/01/20,3.4,6.5
010710,01/01/20,3.6,4
010710,02/01/20,3.2,3.8
010710,03/01/20,3.1,4.5
010710,04/01/20,12.8,14.4
010710,05/01/20,7.2,13
010710,06/01/20,7.2,11.2
010710,07/01/20,6.4,10.5
010710,08/01/20,5.8,8.5
010710,09/01/20,5.3,7.7
010710,10/01/20,3.2,6.6
010710,11/01/20,3,6.4
010710,12/01/20,2.8,6.5
010730,01/01/20,2.9,4
010730,02/01/20,2.6,3.8
010730,03/01/20,2.6,4.5
010730,04/01/20,12.2,14.4
010730,05/01/20,7.9,13
010730,06/01/20,8.6,11.2
010730,07/01/20,8.8,10.5
010730,08/01/20,8.3,8.5
010730,09/01/20,7.8,7.7
010730,10/01/20,5,6.6
010730,11/01/20,4.3,6.4
010730,12/01/20,3.9,6.5
010750,01/01/20,3.3,4
010750,02/01/20,3.1,3.8
010750,03/01/20,2.9,4.5
010750,04/01/20,11,14.4
010750,05/01/20,6,13
010750,06/01/20,6.4,11.2
010750,07/01/20,6,10.5
010750,08/01/20,5.6,8.5
010750,09/01/20,5.4,7.7
010750,10/01/20,3.1,6.6
010750,11/01/20,2.8,6.4
010750,12/01/20,2.9,6.5
010770,01/01/20,3.4,4
010770,02/01/20,2.9,3.8
010770,03/01/20,2.8,4.5
010770,04/01/20,14,14.4
010770,05/01/20,7.9,13
010770,06/01/20,7.4,11.2
010770,07/01/20,7,10.5
010770,08/01/20,6.3,8.5
010770,09/01/20,5.6,7.7
010770,10/01/20,3.4,6.6
010770,11/01/20,3.1,6.4
010770,12/01/20,2.9,6.5
010790,01/01/20,3.2,4
010790,02/01/20,2.8,3.8
010790,03/01/20,2.7,4.5
010790,04/01/20,10.6,14.4
010790,05/01/20,6.4,13
010790,06/01/20,6.6,11.2
010790,07/01/20,6.3,10.5
010790,08/01/20,5.8,8.5
010790,09/01/20,5.3,7.7
010790,10/01/20,3.3,6.6
010790,11/01/20,3,6.4
010790,12/01/20,2.8,6.5
010810,01/01/20,2.8,4
010810,02/01/20,2.4,3.8
010810,03/01/20,2.6,4.5
010810,04/01/20,12.3,14.4
010810,05/01/20,7.4,13
010810,06/01/20,7.3,11.2
010810,07/01/20,6.9,10.5
010810,08/01/20,6.2,8.5
010810,09/01/20,5.7,7.7
010810,10/01/20,3.6,6.6
010810,11/01/20,3.2,6.4
010810,12/01/20,2.8,6.5
010830,01/01/20,2.7,4
010830,02/01/20,2.3,3.8
010830,03/01/20,2.4,4.5
010830,04/01/20,10.7,14.4
010830,05/01/20,5.7,13
010830,06/01/20,5.6,11.2
010830,07/01/20,5.1,10.5
010830,08/01/20,4.8,8.5
010830,09/01/20,4.5,7.7
010830,10/01/20,2.8,6.6
010830,11/01/20,2.5,6.4
010830,12/01/20,2.3,6.5
010850,01/01/20,5.5,4
010850,02/01/20,4.9,3.8
010850,03/01/20,4.7,4.5
010850,04/01/20,25.5,14.4
010850,05/01/20,15.2,13
010850,06/01/20,17.1,11.2
010850,07/01/20,18.4,10.5
010850,08/01/20,17,8.5
010850,09/01/20,17,7.7
010850,10/01/20,12,6.6
010850,11/01/20,10.2,6.4
010850,12/01/20,9.8,6.5
010870,01/01/20,4,4
010870,02/01/20,3.6,3.8
010870,03/01/20,3.8,4.5
010870,04/01/20,18.2,14.4
010870,05/01/20,12.4,13
010870,06/01/20,13,11.2
010870,07/01/20,14,10.5
010870,08/01/20,12.5,8.5
010870,09/01/20,11.8,7.7
010870,10/01/20,8.1,6.6
010870,11/01/20,6.8,6.4
010870,12/01/20,6.3,6.5
010890,01/01/20,2.6,4
010890,02/01/20,2.3,3.8
010890,03/01/20,2.3,4.5
010890,04/01/20,9.9,14.4
010890,05/01/20,6,13
010890,06/01/20,6.5,11.2
010890,07/01/20,6.2,10.5
010890,08/01/20,5.8,8.5
010890,09/01/20,5.4,7.7
010890,10/01/20,3.4,6.6
010890,11/01/20,3,6.4
010890,12/01/20,2.7,6.5
010910,01/01/20,3.7,4
010910,02/01/20,3.4,3.8
010910,03/01/20,3.4,4.5
010910,04/01/20,10.8,14.4
010910,05/01/20,6.9,13
010910,06/01/20,8.2,11.2
010910,07/01/20,8.6,10.5
010910,08/01/20,8.2,8.5
010910,09/01/20,7.8,7.7
010910,10/01/20,5.2,6.6
010910,11/01/20,4.7,6.4
010910,12/01/20,4.4,6.5
010930,01/01/20,3.8,4
010930,02/01/20,3.8,3.8
010930,03/01/20,3.1,4.5
010930,04/01/20,10.5,14.4
010930,05/01/20,6,13
010930,06/01/20,6.5,11.2
010930,07/01/20,6.6,10.5
010930,08/01/20,5.6,8.5
010930,09/01/20,5.5,7.7
010930,10/01/20,3.6,6.6
010930,11/01/20,3.1,6.4
010930,12/01/20,3,6.5
010950,01/01/20,2.6,4
010950,02/01/20,2.3,3.8
010950,03/01/20,2.3,4.5
010950,04/01/20,10.4,14.4
010950,05/01/20,5.4,13
010950,06/01/20,5.5,11.2
010950,07/01/20,5.3,10.5
010950,08/01/20,4.8,8.5
010950,09/01/20,4.4,7.7
010950,10/01/20,2.7,6.6
010950,11/01/20,2.5,6.4
010950,12/01/20,2.2,6.5
010970,01/01/20,3.8,4
010970,02/01/20,3.6,3.8
010970,03/01/20,3.5,4.5
010970,04/01/20,14.2,14.4
010970,05/01/20,10,13
010970,06/01/20,11.3,11.2
010970,07/01/20,11.7,10.5
010970,08/01/20,10.3,8.5
010970,09/01/20,9.8,7.7
010970,10/01/20,6.2,6.6
010970,11/01/20,5.4,6.4
010970,12/01/20,5,6.5
010990,01/01/20,5.2,4
010990,02/01/20,4.8,3.8
010990,03/01/20,4.5,4.5
010990,04/01/20,14.9,14.4
010990,05/01/20,8.9,13
010990,06/01/20,10.9,11.2
010990,07/01/20,11,10.5
010990,08/01/20,10.3,8.5
010990,09/01/20,9.8,7.7
010990,10/01/20,6.3,6.6
010990,11/01/20,5.6,6.4
010990,12/01/20,5.6,6.5
011010,01/01/20,3.2,4
011010,02/01/20,2.9,3.8
011010,03/01/20,2.9,4.5
011010,04/01/20,14.5,14.4
011010,05/01/20,9.6,13
011010,06/01/20,10.9,11.2
011010,07/01/20,11.2,10.5
011010,08/01/20,10.5,8.5
011010,09/01/20,10.1,7.7
011010,10/01/20,6.7,6.6
011010,11/01/20,5.7,6.4
011010,12/01/20,5.3,6.5
011030,01/01/20,2.7,4
011030,02/01/20,2.3,3.8
011030,03/01/20,2.3,4.5
011030,04/01/20,10.1,14.4
011030,05/01/20,5.8,13
011030,06/01/20,6,11.2
011030,07/01/20,5.9,10.5
011030,08/01/20,5.4,8.5
011030,09/01/20,5,7.7
011030,10/01/20,3,6.6
011030,11/01/20,2.8,6.4
011030,12/01/20,2.6,6.5
011050,01/01/20,5.1,4
011050,02/01/20,4.7,3.8
011050,03/01/20,4.6,4.5
011050,04/01/20,19.5,14.4
011050,05/01/20,12.4,13
011050,06/01/20,14.3,11.2
011050,07/01/20,14.8,10.5
011050,08/01/20,14.3,8.5
011050,09/01/20,13.4,7.7
011050,10/01/20,9.2,6.6
011050,11/01/20,8.3,6.4
011050,12/01/20,8.1,6.5
011070,01/01/20,3.5,4
011070,02/01/20,3.3,3.8
011070,03/01/20,3.8,4.5
011070,04/01/20,14.5,14.4
011070,05/01/20,8.8,13
011070,06/01/20,8.6,11.2
011070,07/01/20,8.1,10.5
011070,08/01/20,7.8,8.5
011070,09/01/20,7.4,7.7
011070,10/01/20,4.9,6.6
011070,11/01/20,4.4,6.4
011070,12/01/20,4.1,6.5
011090,01/01/20,3.4,4
011090,02/01/20,2.7,3.8
011090,03/01/20,2.9,4.5
011090,04/01/20,8.4,14.4
011090,05/01/20,5.4,13
011090,06/01/20,6.8,11.2
011090,07/01/20,6.9,10.5
011090,08/01/20,6.4,8.5
011090,09/01/20,6,7.7
011090,10/01/20,3.8,6.6
011090,11/01/20,3.4,6.4
011090,12/01/20,3.2,6.5
011110,01/01/20,3.2,4
011110,02/01/20,2.8,3.8
011110,03/01/20,2.8,4.5
011110,04/01/20,12.1,14.4
011110,05/01/20,6.9,13
011110,06/01/20,6.6,11.2
011110,07/01/20,5.4,10.5
011110,08/01/20,4.9,8.5
011110,09/01/20,4.5,7.7
011110,10/01/20,2.8,6.6
011110,11/01/20,2.7,6.4
011110,12/01/20,2.5,6.5
011130,01/01/20,3.1,4
011130,02/01/20,2.7,3.8
011130,03/01/20,2.9,4.5
011130,04/01/20,10.4,14.4
011130,05/01/20,6.9,13
011130,06/01/20,7.4,11.2
011130,07/01/20,6.8,10.5
011130,08/01/20,6.1,8.5
011130,09/01/20,5.7,7.7
011130,10/01/20,3.7,6.6
011130,11/01/20,3.4,6.4
011130,12/01/20,3,6.5
011150,01/01/20,2.8,4
011150,02/01/20,2.4,3.8
011150,03/01/20,2.4,4.5
011150,04/01/20,12.6,14.4
011150,05/01/20,6.6,13
011150,06/01/20,6.5,11.2
011150,07/01/20,6.2,10.5
011150,08/01/20,5.8,8.5
011150,09/01/20,5.4,7.7
011150,10/01/20,3.3,6.6
011150,11/01/20,2.9,6.4
011150,12/01/20,2.7,6.5
011170,01/01/20,2.3,4
011170,02/01/20,2,3.8
011170,03/01/20,2,4.5
011170,04/01/20,8.8,14.4
011170,05/01/20,5.2,13
011170,06/01/20,5.4,11.2
011170,07/01/20,5.1,10.5
011170,08/01/20,4.7,8.5
011170,09/01/20,4.3,7.7
011170,10/01/20,2.6,6.6
011170,11/01/20,2.3,6.4
011170,12/01/20,2,6.5
011190,01/01/20,4.2,4
011190,02/01/20,3.9,3.8
011190,03/01/20,3.8,4.5
011190,04/01/20,12.5,14.4
011190,05/01/20,8.9,13
011190,06/01/20,10,11.2
011190,07/01/20,9.1,10.5
011190,08/01/20,8.5,8.5
011190,09/01/20,8,7.7
011190,10/01/20,5.3,6.6
011190,11/01/20,4.8,6.4
011190,12/01/20,4.5,6.5
011210,01/01/20,3.6,4
011210,02/01/20,3.2,3.8
011210,03/01/20,3.1,4.5
011210,04/01/20,19,14.4
011210,05/01/20,9.5,13
011210,06/01/20,8.5,11.2
011210,07/01/20,8.5,10.5
011210,08/01/20,8,8.5
011210,09/01/20,7.6,7.7
011210,10/01/20,4.7,6.6
011210,11/01/20,4.2,6.4
011210,12/01/20,3.9,6.5
011230,01/01/20,3.4,4
011230,02/01/20,2.8,3.8
011230,03/01/20,3,4.5
011230,04/01/20,17.2,14.4
011230,05/01/20,8.9,13
011230,06/01/20,9,11.2
011230,07/01/20,9.1,10.5
011230,08/01/20,8.5,8.5
011230,09/01/20,7.8,7.7
011230,10/01/20,5.2,6.6
011230,11/01/20,4.6,6.4
011230,12/01/20,4.3,6.5
011250,01/01/20,2.7,4
011250,02/01/20,2.3,3.8
011250,03/01/20,2.4,4.5
011250,04/01/20,17,14.4
011250,05/01/20,9.4,13
011250,06/01/20,9.1,11.2
011250,07/01/20,8.9,10.5
011250,08/01/20,8.2,8.5
011250,09/01/20,7.5,7.7
011250,10/01/20,4.7,6.6
011250,11/01/20,4.1,6.4
011250,12/01/20,3.8,6.5
011270,01/01/20,3.7,4
011270,02/01/20,3.2,3.8
011270,03/01/20,3.1,4.5
011270,04/01/20,12.5,14.4
011270,05/01/20,7.4,13
011270,06/01/20,8,11.2
011270,07/01/20,7.5,10.5
011270,08/01/20,6.9,8.5
011270,09/01/20,6.3,7.7
011270,10/01/20,4.1,6.6
011270,11/01/20,3.8,6.4
011270,12/01/20,3.5,6.5
011290,01/01/20,4.9,4
011290,02/01/20,4.6,3.8
011290,03/01/20,4.2,4.5
011290,04/01/20,11.7,14.4
011290,05/01/20,10,13
011290,06/01/20,11.5,11.2
011290,07/01/20,12.4,10.5
011290,08/01/20,11,8.5
011290,09/01/20,9.9,7.7
011290,10/01/20,5.8,6.6
011290,11/01/20,5.3,6.4
011290,12/01/20,4.8,6.5
011310,01/01/20,8.6,4
011310,02/01/20,8.3,3.8
011310,03/01/20,8,4.5
011310,04/01/20,21.2,14.4
011310,05/01/20,16,13
011310,06/01/20,19.1,11.2
011310,07/01/20,19.5,10.5
011310,08/01/20,19.4,8.5
011310,09/01/20,19.1,7.7
011310,10/01/20,12.8,6.6
011310,11/01/20,11.5,6.4
011310,12/01/20,11,6.5
011330,01/01/20,3.6,4
011330,02/01/20,3.1,3.8
011330,03/01/20,3,4.5
011330,04/01/20,9.8,14.4
011330,05/01/20,5.4,13
011330,06/01/20,6.2,11.2
011330,07/01/20,6,10.5
011330,08/01/20,5.5,8.5
011330,09/01/20,5.2,7.7
011330,10/01/20,3.3,6.6
011330,11/01/20,3.1,6.4
011330,12/01/20,2.9,6.5
020130,01/01/20,2.7,4
020130,02/01/20,1.8,3.8
020130,03/01/20,2.4,4.5
020130,04/01/20,7.8,14.4
020130,05/01/20,10.5,13
020130,06/01/20,4.4,11.2
020130,07/01/20,3,10.5
020130,08/01/20,1.8,8.5
020130,09/01/20,2.5,7.7
020130,10/01/20,1.9,6.6
020130,11/01/20,4.4,6.4
020130,12/01/20,9.1,6.5
020160,01/01/20,2.7,4
020160,02/01/20,1.7,3.8
020160,03/01/20,2,4.5
020160,04/01/20,3.7,14.4
020160,05/01/20,17.6,13
020160,06/01/20,7.6,11.2
020160,07/01/20,3.7,10.5
020160,08/01/20,2.1,8.5
020160,09/01/20,2.2,7.7
020160,10/01/20,2.9,6.6
020160,11/01/20,4.8,6.4
020160,12/01/20,7.9,6.5
020200,01/01/20,4.2,4
020200,02/01/20,4,3.8
020200,03/01/20,5,4.5
020200,04/01/20,12.4,14.4
020200,05/01/20,11.7,13
020200,06/01/20,10.9,11.2
020200,07/01/20,10,10.5
020200,08/01/20,6.3,8.5
020200,09/01/20,6.6,7.7
020200,10/01/20,5.8,6.6
020200,11/01/20,5.9,6.4
020200,12/01/20,6.1,6.5
020500,01/01/20,10.2,4
020500,02/01/20,10.9,3.8
020500,03/01/20,11.8,4.5
020500,04/01/20,12.1,14.4
020500,05/01/20,14,13
020500,06/01/20,15,11.2
020500,07/01/20,14.8,10.5
020500,08/01/20,9.8,8.5
020500,09/01/20,10.2,7.7
