GEOID,month,county_unemployment_rate,national_unemployment_rate
180890,02/01/20,5.3,3.8
180890,03/01/20,5.9,4.5
180890,04/01/20,20.3,14.4
180890,05/01/20,16.6,13
180890,06/01/20,14.9,11.2
180890,07/01/20,13.1,10.5
180890,08/01/20,10.6,8.5
180890,09/01/20,9.2,7.7
180890,10/01/20,7.8,6.6
180890,11/01/20,7.5,6.4
180890,12/01/20,7.1,6.5
180910,01/01/20,4.7,4
180910,02/01/20,4.8,3.8
180910,03/01/20,5,4.5
180910,04/01/20,20.2,14.4
180910,05/01/20,15.2,13
180910,06/01/20,14.5,11.2
180910,07/01/20,11.9,10.5
180910,08/01/20,9.4,8.5
180910,09/01/20,8,7.7
180910,10/01/20,6.9,6.6
180910,11/01/20,6.8,6.4
180910,12/01/20,6.5,6.5
180930,01/01/20,4.1,4
180930,02/01/20,3.7,3.8
180930,03/01/20,4,4.5
180930,04/01/20,16.6,14.4
180930,05/01/20,11.4,13
180930,06/01/20,9.1,11.2
180930,07/01/20,8.5,10.5
180930,08/01/20,6.6,8.5
180930,09/01/20,5.7,7.7
180930,10/01/20,5,6.6
180930,11/01/20,4.6,6.4
180930,12/01/20,4.4,6.5
180950,01/01/20,4.3,4
180950,02/01/20,4.1,3.8
180950,03/01/20,4.5,4.5
180950,04/01/20,17.6,14.4
180950,05/01/20,13.5,13
180950,06/01/20,11.1,11.2
180950,07/01/20,9.2,10.5
180950,08/01/20,7.7,8.5
180950,09/01/20,6.7,7.7
180950,10/01/20,5.6,6.6
180950,11/01/20,5.3,6.4
180950,12/01/20,4.9,6.5
180970,01/01/20,3.3,4
180970,02/01/20,3.2,3.8
180970,03/01/20,3.6,4.5
180970,04/01/20,13.9,14.4
180970,05/01/20,11.6,13
180970,06/01/20,11.7,11.2
180970,07/01/20,11.1,10.5
180970,08/01/20,9.2,8.5
180970,09/01/20,8,7.7
180970,10/01/20,6.9,6.6
180970,11/01/20,6.4,6.4
180970,12/01/20,5.7,6.5
180990,01/01/20,3.4,4
180990,02/01/20,3.3,3.8
180990,03/01/20,3.4,4.5
180990,04/01/20,17.1,14.4
180990,05/01/20,9.8,13
180990,06/01/20,10.3,11.2
180990,07/01/20,7.7,10.5
180990,08/01/20,5.8,8.5
180990,09/01/20,4.8,7.7
180990,10/01/20,4.2,6.6
180990,11/01/20,3.9,6.4
180990,12/01/20,3.5,6.5
181010,01/01/20,2.8,4
181010,02/01/20,2.5,3.8
181010,03/01/20,2.9,4.5
181010,04/01/20,7.7,14.4
181010,05/01/20,5.6,13
181010,06/01/20,5.8,11.2
181010,07/01/20,5.6,10.5
181010,08/01/20,4.3,8.5
181010,09/01/20,3.8,7.7
181010,10/01/20,3.4,6.6
181010,11/01/20,3.2,6.4
181010,12/01/20,3.2,6.5
181030,01/01/20,4.2,4
181030,02/01/20,4.3,3.8
181030,03/01/20,4.9,4.5
181030,04/01/20,21.5,14.4
181030,05/01/20,14.4,13
181030,06/01/20,11.2,11.2
181030,07/01/20,8.7,10.5
181030,08/01/20,7.2,8.5
181030,09/01/20,6.4,7.7
181030,10/01/20,5.3,6.6
181030,11/01/20,5.1,6.4
181030,12/01/20,4.7,6.5
181050,01/01/20,3.4,4
181050,02/01/20,3.2,3.8
181050,03/01/20,3.5,4.5
181050,04/01/20,9.8,14.4
181050,05/01/20,8,13
181050,06/01/20,8.6,11.2
181050,07/01/20,7.8,10.5
181050,08/01/20,6,8.5
181050,09/01/20,4.8,7.7
181050,10/01/20,4.4,6.6
181050,11/01/20,3.8,6.4
181050,12/01/20,3.7,6.5
181070,01/01/20,3.2,4
181070,02/01/20,3,3.8
181070,03/01/20,3.3,4.5
181070,04/01/20,10.6,14.4
181070,05/01/20,8.8,13
181070,06/01/20,7.5,11.2
181070,07/01/20,6.2,10.5
181070,08/01/20,5,8.5
181070,09/01/20,4.2,7.7
181070,10/01/20,3.6,6.6
181070,11/01/20,3.5,6.4
181070,12/01/20,3.3,6.5
181090,01/01/20,3.5,4
181090,02/01/20,3.3,3.8
181090,03/01/20,3.4,4.5
181090,04/01/20,11.2,14.4
181090,05/01/20,8.3,13
181090,06/01/20,7.7,11.2
181090,07/01/20,6.7,10.5
181090,08/01/20,5.5,8.5
181090,09/01/20,4.6,7.7
181090,10/01/20,3.9,6.6
181090,11/01/20,3.7,6.4
181090,12/01/20,3.4,6.5
181110,01/01/20,4.8,4
181110,02/01/20,5.1,3.8
181110,03/01/20,5.4,4.5
181110,04/01/20,15.2,14.4
181110,05/01/20,11.5,13
181110,06/01/20,9.5,11.2
181110,07/01/20,8,10.5
181110,08/01/20,6.5,8.5
181110,09/01/20,5.1,7.7
181110,10/01/20,3.9,6.6
181110,11/01/20,3.9,6.4
181110,12/01/20,4.1,6.5
181130,01/01/20,3.4,4
181130,02/01/20,3.1,3.8
181130,03/01/20,3.5,4.5
181130,04/01/20,28.9,14.4
181130,05/01/20,17.3,13
181130,06/01/20,10.9,11.2
181130,07/01/20,8.7,10.5
181130,08/01/20,6.2,8.5
181130,09/01/20,5,7.7
181130,10/01/20,4.5,6.6
181130,11/01/20,4.4,6.4
181130,12/01/20,3.9,6.5
181150,01/01/20,3.9,4
181150,02/01/20,3.3,3.8
181150,03/01/20,3.8,4.5
181150,04/01/20,16.6,14.4
181150,05/01/20,14,13
181150,06/01/20,12.9,11.2
181150,07/01/20,9.1,10.5
181150,08/01/20,6.9,8.5
181150,09/01/20,5.6,7.7
181150,10/01/20,4.4,6.6
181150,11/01/20,4.2,6.4
181150,12/01/20,3.9,6.5
181170,01/01/20,3.7,4
181170,02/01/20,3.7,3.8
181170,03/01/20,3.8,4.5
181170,04/01/20,27,14.4
181170,05/01/20,20.5,13
181170,06/01/20,20.4,11.2
181170,07/01/20,16.9,10.5
181170,08/01/20,9.9,8.5
181170,09/01/20,7.8,7.7
181170,10/01/20,7.9,6.6
181170,11/01/20,6.3,6.4
181170,12/01/20,5.5,6.5
181190,01/01/20,4.3,4
181190,02/01/20,4.1,3.8
181190,03/01/20,4.3,4.5
181190,04/01/20,11.7,14.4
181190,05/01/20,9.1,13
181190,06/01/20,9.1,11.2
181190,07/01/20,8.3,10.5
181190,08/01/20,6.7,8.5
181190,09/01/20,5.4,7.7
181190,10/01/20,4.6,6.6
181190,11/01/20,4.3,6.4
181190,12/01/20,4.6,6.5
181210,01/01/20,4.3,4
181210,02/01/20,3.9,3.8
181210,03/01/20,4.1,4.5
181210,04/01/20,11.1,14.4
181210,05/01/20,8.5,13
181210,06/01/20,7.5,11.2
181210,07/01/20,6.4,10.5
181210,08/01/20,5.3,8.5
181210,09/01/20,4.3,7.7
181210,10/01/20,3.7,6.6
181210,11/01/20,3.6,6.4
181210,12/01/20,3.6,6.5
181230,01/01/20,3.5,4
181230,02/01/20,3.4,3.8
181230,03/01/20,3.4,4.5
181230,04/01/20,16.5,14.4
181230,05/01/20,11.5,13
181230,06/01/20,9.5,11.2
181230,07/01/20,7.5,10.5
181230,08/01/20,6.1,8.5
181230,09/01/20,5.2,7.7
181230,10/01/20,4.2,6.6
181230,11/01/20,4.2,6.4
181230,12/01/20,4,6.5
181250,01/01/20,4,4
181250,02/01/20,3.8,3.8
181250,03/01/20,3.8,4.5
181250,04/01/20,13.6,14.4
181250,05/01/20,9.2,13
181250,06/01/20,7.9,11.2
181250,07/01/20,7.5,10.5
181250,08/01/20,5.6,8.5
181250,09/01/20,4.6,7.7
181250,10/01/20,3.7,6.6
181250,11/01/20,3.7,6.4
181250,12/01/20,3.6,6.5
181270,01/01/20,4.3,4
181270,02/01/20,4.2,3.8
181270,03/01/20,4.6,4.5
181270,04/01/20,17.5,14.4
181270,05/01/20,13.8,13
181270,06/01/20,12.4,11.2
181270,07/01/20,10.7,10.5
181270,08/01/20,7.9,8.5
181270,09/01/20,6.5,7.7
181270,10/01/20,5.3,6.6
181270,11/01/20,5.1,6.4
181270,12/01/20,4.7,6.5
181290,01/01/20,3,4
181290,02/01/20,2.9,3.8
181290,03/01/20,3,4.5
181290,04/01/20,11.5,14.4
181290,05/01/20,7.8,13
181290,06/01/20,7.1,11.2
181290,07/01/20,5.9,10.5
181290,08/01/20,4.8,8.5
181290,09/01/20,3.9,7.7
181290,10/01/20,3.4,6.6
181290,11/01/20,3.3,6.4
181290,12/01/20,3.1,6.5
181310,01/01/20,4,4
181310,02/01/20,3.8,3.8
181310,03/01/20,3.9,4.5
181310,04/01/20,14.2,14.4
181310,05/01/20,9.1,13
181310,06/01/20,9.1,11.2
181310,07/01/20,7.1,10.5
181310,08/01/20,5.7,8.5
181310,09/01/20,4.8,7.7
181310,10/01/20,3.9,6.6
181310,11/01/20,3.6,6.4
181310,12/01/20,3.6,6.5
181330,01/01/20,3.7,4
181330,02/01/20,3.4,3.8
181330,03/01/20,3.8,4.5
181330,04/01/20,13.5,14.4
181330,05/01/20,11.1,13
181330,06/01/20,9.1,11.2
181330,07/01/20,7.4,10.5
181330,08/01/20,5.9,8.5
181330,09/01/20,5.2,7.7
181330,10/01/20,4.3,6.6
181330,11/01/20,3.9,6.4
181330,12/01/20,3.7,6.5
181350,01/01/20,4.3,4
181350,02/01/20,4.1,3.8
181350,03/01/20,4.3,4.5
181350,04/01/20,16.1,14.4
181350,05/01/20,10.6,13
181350,06/01/20,8.5,11.2
181350,07/01/20,7.3,10.5
181350,08/01/20,6.2,8.5
181350,09/01/20,5.1,7.7
181350,10/01/20,4.2,6.6
181350,11/01/20,4.2,6.4
181350,12/01/20,3.9,6.5
181370,01/01/20,3.6,4
181370,02/01/20,3.7,3.8
181370,03/01/20,3.7,4.5
181370,04/01/20,16.9,14.4
181370,05/01/20,11.9,13
181370,06/01/20,9,11.2
181370,07/01/20,6.7,10.5
181370,08/01/20,5.4,8.5
181370,09/01/20,4.5,7.7
181370,10/01/20,4.1,6.6
181370,11/01/20,3.7,6.4
181370,12/01/20,3.3,6.5
181390,01/01/20,2.9,4
181390,02/01/20,2.7,3.8
181390,03/01/20,3.2,4.5
181390,04/01/20,17.7,14.4
181390,05/01/20,12.8,13
181390,06/01/20,8.8,11.2
181390,07/01/20,6.4,10.5
181390,08/01/20,5.2,8.5
181390,09/01/20,4.5,7.7
181390,10/01/20,3.9,6.6
181390,11/01/20,3.6,6.4
181390,12/01/20,3.5,6.5
181410,01/01/20,3.9,4
181410,02/01/20,3.7,3.8
181410,03/01/20,4.2,4.5
181410,04/01/20,19.8,14.4
181410,05/01/20,12.8,13
181410,06/01/20,12,11.2
181410,07/01/20,11,10.5
181410,08/01/20,8.8,8.5
181410,09/01/20,7.4,7.7
181410,10/01/20,6.4,6.6
181410,11/01/20,5.9,6.4
181410,12/01/20,5.3,6.5
181430,01/01/20,3.5,4
181430,02/01/20,3.3,3.8
181430,03/01/20,3.7,4.5
181430,04/01/20,22.1,14.4
181430,05/01/20,17.3,13
181430,06/01/20,11.6,11.2
181430,07/01/20,9.4,10.5
181430,08/01/20,7.6,8.5
181430,09/01/20,6.4,7.7
181430,10/01/20,5.4,6.6
181430,11/01/20,5,6.4
181430,12/01/20,4.6,6.5
181450,01/01/20,3.2,4
181450,02/01/20,3,3.8
181450,03/01/20,3.6,4.5
181450,04/01/20,18.4,14.4
181450,05/01/20,14.2,13
181450,06/01/20,11.2,11.2
181450,07/01/20,8.2,10.5
181450,08/01/20,6.4,8.5
181450,09/01/20,5.2,7.7
181450,10/01/20,4.2,6.6
181450,11/01/20,4,6.4
181450,12/01/20,3.6,6.5
181470,01/01/20,3.8,4
181470,02/01/20,4,3.8
181470,03/01/20,3.7,4.5
181470,04/01/20,12.8,14.4
181470,05/01/20,8.6,13
181470,06/01/20,7.3,11.2
181470,07/01/20,6.5,10.5
181470,08/01/20,5.1,8.5
181470,09/01/20,4.3,7.7
181470,10/01/20,3.8,6.6
181470,11/01/20,3.9,6.4
181470,12/01/20,3.6,6.5
181490,01/01/20,5,4
181490,02/01/20,4.8,3.8
181490,03/01/20,5.3,4.5
181490,04/01/20,18.7,14.4
181490,05/01/20,12.4,13
181490,06/01/20,11.3,11.2
181490,07/01/20,9.8,10.5
181490,08/01/20,7.2,8.5
181490,09/01/20,6.2,7.7
181490,10/01/20,5.5,6.6
181490,11/01/20,5.5,6.4
181490,12/01/20,5.2,6.5
181510,01/01/20,2.9,4
181510,02/01/20,2.6,3.8
181510,03/01/20,2.8,4.5
181510,04/01/20,20.2,14.4
181510,05/01/20,12.3,13
181510,06/01/20,8.2,11.2
181510,07/01/20,6.9,10.5
181510,08/01/20,5.1,8.5
181510,09/01/20,4.3,7.7
181510,10/01/20,3.8,6.6
181510,11/01/20,3.6,6.4
181510,12/01/20,3.3,6.5
181530,01/01/20,4.8,4
181530,02/01/20,5,3.8
181530,03/01/20,5,4.5
181530,04/01/20,14.8,14.4
181530,05/01/20,10.7,13
181530,06/01/20,9.3,11.2
181530,07/01/20,8.1,10.5
181530,08/01/20,6.7,8.5
181530,09/01/20,5.6,7.7
181530,10/01/20,4.8,6.6
181530,11/01/20,4.6,6.4
181530,12/01/20,4.5,6.5
181550,01/01/20,3.6,4
181550,02/01/20,3.6,3.8
181550,03/01/20,3.9,4.5
181550,04/01/20,17.9,14.4
181550,05/01/20,16.9,13
181550,06/01/20,14.1,11.2
181550,07/01/20,9,10.5
181550,08/01/20,7.2,8.5
181550,09/01/20,6.1,7.7
181550,10/01/20,5.4,6.6
181550,11/01/20,5.1,6.4
181550,12/01/20,4.7,6.5
181570,01/01/20,3.2,4
181570,02/01/20,3,3.8
181570,03/01/20,3.4,4.5
181570,04/01/20,12.5,14.4
181570,05/01/20,12,13
181570,06/01/20,9.1,11.2
181570,07/01/20,8.3,10.5
181570,08/01/20,6.9,8.5
181570,09/01/20,5.5,7.7
181570,10/01/20,4.8,6.6
181570,11/01/20,4.5,6.4
181570,12/01/20,4,6.5
181590,01/01/20,2.9,4
181590,02/01/20,2.9,3.8
181590,03/01/20,3.1,4.5
181590,04/01/20,19.2,14.4
181590,05/01/20,12.5,13
181590,06/01/20,8.9,11.2
181590,07/01/20,6.2,10.5
181590,08/01/20,5,8.5
181590,09/01/20,4.2,7.7
181590,10/01/20,3.4,6.6
181590,11/01/20,3.2,6.4
181590,12/01/20,3,6.5
181610,01/01/20,3.5,4
181610,02/01/20,3.3,3.8
181610,03/01/20,3.5,4.5
181610,04/01/20,14.7,14.4
181610,05/01/20,9.1,13
181610,06/01/20,7.6,11.2
181610,07/01/20,6.8,10.5
181610,08/01/20,4.9,8.5
181610,09/01/20,4,7.7
181610,10/01/20,3.2,6.6
181610,11/01/20,3.1,6.4
181610,12/01/20,2.8,6.5
181630,01/01/20,3.3,4
181630,02/01/20,3.2,3.8
181630,03/01/20,3.4,4.5
181630,04/01/20,15.9,14.4
181630,05/01/20,12.3,13
181630,06/01/20,10.5,11.2
181630,07/01/20,9.4,10.5
181630,08/01/20,7.5,8.5
181630,09/01/20,6.3,7.7
181630,10/01/20,5.3,6.6
181630,11/01/20,4.9,6.4
181630,12/01/20,4.4,6.5
181650,01/01/20,5.8,4
181650,02/01/20,5.7,3.8
181650,03/01/20,5.8,4.5
181650,04/01/20,16.1,14.4
181650,05/01/20,12,13
181650,06/01/20,9.6,11.2
181650,07/01/20,8.4,10.5
181650,08/01/20,7,8.5
181650,09/01/20,5.7,7.7
181650,10/01/20,4.8,6.6
181650,11/01/20,4.8,6.4
181650,12/01/20,4.7,6.5
181670,01/01/20,4.6,4
181670,02/01/20,4.4,3.8
181670,03/01/20,4.6,4.5
181670,04/01/20,16.5,14.4
181670,05/01/20,12.1,13
181670,06/01/20,11.1,11.2
181670,07/01/20,9.9,10.5
181670,08/01/20,8.3,8.5
181670,09/01/20,6.8,7.7
181670,10/01/20,5.8,6.6
181670,11/01/20,5.5,6.4
181670,12/01/20,5.2,6.5
181690,01/01/20,3.5,4
181690,02/01/20,3.3,3.8
181690,03/01/20,3.5,4.5
181690,04/01/20,15.7,14.4
181690,05/01/20,9.9,13
181690,06/01/20,8.5,11.2
181690,07/01/20,6.9,10.5
181690,08/01/20,5.7,8.5
181690,09/01/20,4.8,7.7
181690,10/01/20,4.1,6.6
181690,11/01/20,3.8,6.4
181690,12/01/20,3.8,6.5
181710,01/01/20,3.2,4
181710,02/01/20,3,3.8
181710,03/01/20,3.4,4.5
181710,04/01/20,12.5,14.4
181710,05/01/20,9.8,13
181710,06/01/20,7.2,11.2
181710,07/01/20,6.9,10.5
181710,08/01/20,5.1,8.5
181710,09/01/20,4.3,7.7
181710,10/01/20,3.6,6.6
181710,11/01/20,3.4,6.4
181710,12/01/20,3.2,6.5
181730,01/01/20,3.2,4
181730,02/01/20,3,3.8
181730,03/01/20,3.1,4.5
181730,04/01/20,13.2,14.4
181730,05/01/20,9.5,13
181730,06/01/20,7.7,11.2
181730,07/01/20,6.6,10.5
181730,08/01/20,5.3,8.5
181730,09/01/20,4.3,7.7
181730,10/01/20,3.7,6.6
181730,11/01/20,3.5,6.4
181730,12/01/20,3.1,6.5
181750,01/01/20,3.7,4
181750,02/01/20,3.7,3.8
181750,03/01/20,4,4.5
181750,04/01/20,17.5,14.4
181750,05/01/20,12.9,13
181750,06/01/20,9.7,11.2
181750,07/01/20,7.9,10.5
181750,08/01/20,6.4,8.5
181750,09/01/20,5.2,7.7
181750,10/01/20,4.5,6.6
181750,11/01/20,4.1,6.4
181750,12/01/20,3.9,6.5
181770,01/01/20,3.8,4
181770,02/01/20,3.6,3.8
181770,03/01/20,4.1,4.5
181770,04/01/20,14,14.4
181770,05/01/20,10.3,13
181770,06/01/20,9.5,11.2
181770,07/01/20,8.6,10.5
181770,08/01/20,7.3,8.5
181770,09/01/20,6.5,7.7
181770,10/01/20,5.1,6.6
181770,11/01/20,4.9,6.4
181770,12/01/20,4.4,6.5
181790,01/01/20,3.1,4
181790,02/01/20,3,3.8
181790,03/01/20,3.2,4.5
181790,04/01/20,16,14.4
181790,05/01/20,10.4,13
181790,06/01/20,7.5,11.2
181790,07/01/20,6.5,10.5
181790,08/01/20,5,8.5
181790,09/01/20,4,7.7
181790,10/01/20,3.6,6.6
181790,11/01/20,3.4,6.4
181790,12/01/20,3.2,6.5
181810,01/01/20,2.9,4
181810,02/01/20,2.8,3.8
181810,03/01/20,3.1,4.5
181810,04/01/20,11.2,14.4
181810,05/01/20,9.2,13
181810,06/01/20,7.4,11.2
181810,07/01/20,5.9,10.5
181810,08/01/20,4.9,8.5
181810,09/01/20,4,7.7
181810,10/01/20,3.3,6.6
181810,11/01/20,3.3,6.4
181810,12/01/20,3,6.5
181830,01/01/20,3.1,4
181830,02/01/20,3,3.8
181830,03/01/20,3.3,4.5
181830,04/01/20,17,14.4
181830,05/01/20,11.2,13
181830,06/01/20,8.1,11.2
181830,07/01/20,6.8,10.5
181830,08/01/20,5,8.5
181830,09/01/20,4.2,7.7
181830,10/01/20,3.6,6.6
181830,11/01/20,3.5,6.4
181830,12/01/20,3.2,6.5
190010,01/01/20,2.8,4
190010,02/01/20,3,3.8
190010,03/01/20,3.2,4.5
190010,04/01/20,9,14.4
190010,05/01/20,6.7,13
190010,06/01/20,5,11.2
190010,07/01/20,4.2,10.5
190010,08/01/20,3.3,8.5
190010,09/01/20,2.8,7.7
190010,10/01/20,2.4,6.6
190010,11/01/20,2.6,6.4
190010,12/01/20,3,6.5
190030,01/01/20,2.3,4
190030,02/01/20,1.8,3.8
190030,03/01/20,2.3,4.5
190030,04/01/20,7.2,14.4
190030,05/01/20,6.2,13
190030,06/01/20,5.1,11.2
190030,07/01/20,4.7,10.5
190030,08/01/20,3.5,8.5
190030,09/01/20,3.5,7.7
190030,10/01/20,3,6.6
190030,11/01/20,2.8,6.4
190030,12/01/20,3,6.5
190050,01/01/20,5.5,4
190050,02/01/20,5.1,3.8
190050,03/01/20,5.6,4.5
190050,04/01/20,10.3,14.4
190050,05/01/20,6.8,13
190050,06/01/20,5.8,11.2
190050,07/01/20,4.7,10.5
190050,08/01/20,3.6,8.5
190050,09/01/20,3.1,7.7
190050,10/01/20,2.4,6.6
190050,11/01/20,3.2,6.4
190050,12/01/20,4.6,6.5
190070,01/01/20,4.3,4
190070,02/01/20,3.6,3.8
190070,03/01/20,4.1,4.5
190070,04/01/20,10.5,14.4
190070,05/01/20,7.8,13
190070,06/01/20,7.1,11.2
190070,07/01/20,5.8,10.5
190070,08/01/20,4.8,8.5
190070,09/01/20,4.1,7.7
190070,10/01/20,3.5,6.6
190070,11/01/20,3.8,6.4
190070,12/01/20,3.9,6.5
190090,01/01/20,3.3,4
190090,02/01/20,2.6,3.8
190090,03/01/20,3,4.5
190090,04/01/20,6.5,14.4
190090,05/01/20,4.5,13
190090,06/01/20,4.3,11.2
190090,07/01/20,3.8,10.5
190090,08/01/20,2.7,8.5
190090,09/01/20,2.7,7.7
190090,10/01/20,2.3,6.6
190090,11/01/20,2.5,6.4
190090,12/01/20,2.9,6.5
190110,01/01/20,3.8,4
190110,02/01/20,3.4,3.8
190110,03/01/20,3.5,4.5
190110,04/01/20,10.7,14.4
190110,05/01/20,7.7,13
190110,06/01/20,6.5,11.2
190110,07/01/20,5.4,10.5
190110,08/01/20,5,8.5
190110,09/01/20,4,7.7
190110,10/01/20,3,6.6
190110,11/01/20,3.5,6.4
190110,12/01/20,4,6.5
190130,01/01/20,4.3,4
190130,02/01/20,3.5,3.8
190130,03/01/20,4.1,4.5
190130,04/01/20,12.5,14.4
190130,05/01/20,10.2,13
190130,06/01/20,8.5,11.2
190130,07/01/20,7,10.5
190130,08/01/20,5.7,8.5
190130,09/01/20,5.1,7.7
190130,10/01/20,3.9,6.6
190130,11/01/20,4.3,6.4
190130,12/01/20,4.7,6.5
190150,01/01/20,3,4
190150,02/01/20,2.8,3.8
190150,03/01/20,2.8,4.5
190150,04/01/20,8.7,14.4
190150,05/01/20,6.3,13
190150,06/01/20,5.6,11.2
190150,07/01/20,4.5,10.5
190150,08/01/20,3.7,8.5
190150,09/01/20,3,7.7
190150,10/01/20,2.5,6.6
190150,11/01/20,2.8,6.4
190150,12/01/20,3.1,6.5
190170,01/01/20,3.1,4
190170,02/01/20,2.6,3.8
190170,03/01/20,3,4.5
190170,04/01/20,8.8,14.4
190170,05/01/20,6.9,13
190170,06/01/20,5.2,11.2
190170,07/01/20,4.3,10.5
190170,08/01/20,3.2,8.5
190170,09/01/20,2.8,7.7
190170,10/01/20,2.1,6.6
190170,11/01/20,2.5,6.4
190170,12/01/20,3,6.5
190190,01/01/20,3.9,4
190190,02/01/20,3.5,3.8
190190,03/01/20,3.7,4.5
190190,04/01/20,8.9,14.4
190190,05/01/20,6.7,13
190190,06/01/20,5.6,11.2
190190,07/01/20,4.8,10.5
190190,08/01/20,3.9,8.5
190190,09/01/20,3.5,7.7
190190,10/01/20,2.9,6.6
190190,11/01/20,3.5,6.4
190190,12/01/20,3.9,6.5
190210,01/01/20,2.5,4
190210,02/01/20,2.2,3.8
190210,03/01/20,2.6,4.5
190210,04/01/20,6.1,14.4
190210,05/01/20,4.6,13
190210,06/01/20,5.8,11.2
190210,07/01/20,5,10.5
190210,08/01/20,3.7,8.5
190210,09/01/20,3.1,7.7
190210,10/01/20,2.6,6.6
190210,11/01/20,2.8,6.4
190210,12/01/20,3,6.5
190230,01/01/20,4.5,4
190230,02/01/20,4.3,3.8
190230,03/01/20,4.5,4.5
190230,04/01/20,9.5,14.4
190230,05/01/20,6.7,13
190230,06/01/20,5.7,11.2
190230,07/01/20,4.8,10.5
190230,08/01/20,3.5,8.5
190230,09/01/20,3.1,7.7
190230,10/01/20,2.4,6.6
190230,11/01/20,3.2,6.4
190230,12/01/20,3.8,6.5
190250,01/01/20,3.2,4
190250,02/01/20,2.8,3.8
190250,03/01/20,3.2,4.5
190250,04/01/20,7.8,14.4
190250,05/01/20,6.2,13
190250,06/01/20,5.5,11.2
190250,07/01/20,4.6,10.5
190250,08/01/20,3.6,8.5
190250,09/01/20,3.2,7.7
190250,10/01/20,2.6,6.6
190250,11/01/20,3.1,6.4
190250,12/01/20,3.3,6.5
190270,01/01/20,2.2,4
190270,02/01/20,2.1,3.8
190270,03/01/20,2.4,4.5
190270,04/01/20,9.1,14.4
190270,05/01/20,6.7,13
190270,06/01/20,5.7,11.2
190270,07/01/20,4.6,10.5
190270,08/01/20,3.5,8.5
190270,09/01/20,3,7.7
190270,10/01/20,2.5,6.6
190270,11/01/20,2.7,6.4
190270,12/01/20,3.1,6.5
190290,01/01/20,3.7,4
190290,02/01/20,3.3,3.8
190290,03/01/20,3.5,4.5
190290,04/01/20,7.5,14.4
190290,05/01/20,5.2,13
190290,06/01/20,4.8,11.2
190290,07/01/20,4.1,10.5
190290,08/01/20,3.3,8.5
190290,09/01/20,2.9,7.7
190290,10/01/20,2.4,6.6
190290,11/01/20,2.7,6.4
190290,12/01/20,3.3,6.5
190310,01/01/20,3.6,4
190310,02/01/20,3.2,3.8
190310,03/01/20,3.5,4.5
190310,04/01/20,9.1,14.4
190310,05/01/20,6.5,13
190310,06/01/20,5.4,11.2
190310,07/01/20,4.8,10.5
190310,08/01/20,3.9,8.5
190310,09/01/20,3.2,7.7
190310,10/01/20,2.7,6.6
190310,11/01/20,3.1,6.4
190310,12/01/20,3.4,6.5
190330,01/01/20,3.3,4
190330,02/01/20,3,3.8
190330,03/01/20,3.5,4.5
190330,04/01/20,11.9,14.4
190330,05/01/20,7.7,13
190330,06/01/20,7,11.2
190330,07/01/20,5.9,10.5
190330,08/01/20,4.7,8.5
190330,09/01/20,4.1,7.7
190330,10/01/20,3.3,6.6
190330,11/01/20,3.7,6.4
190330,12/01/20,4.2,6.5
190350,01/01/20,3.5,4
190350,02/01/20,3.1,3.8
190350,03/01/20,3.3,4.5
190350,04/01/20,7.9,14.4
190350,05/01/20,5.1,13
190350,06/01/20,4.8,11.2
190350,07/01/20,4,10.5
190350,08/01/20,3.1,8.5
190350,09/01/20,2.6,7.7
190350,10/01/20,2.1,6.6
190350,11/01/20,2.6,6.4
190350,12/01/20,3.2,6.5
190370,01/01/20,4.5,4
190370,02/01/20,4,3.8
190370,03/01/20,4.4,4.5
190370,04/01/20,12.4,14.4
190370,05/01/20,5.8,13
190370,06/01/20,5,11.2
190370,07/01/20,4.1,10.5
190370,08/01/20,3.9,8.5
190370,09/01/20,3,7.7
190370,10/01/20,2.6,6.6
190370,11/01/20,2.8,6.4
190370,12/01/20,3.4,6.5
190390,01/01/20,4.1,4
190390,02/01/20,3.8,3.8
190390,03/01/20,4.1,4.5
190390,04/01/20,11.2,14.4
190390,05/01/20,8.9,13
190390,06/01/20,7.7,11.2
190390,07/01/20,5.7,10.5
190390,08/01/20,4.5,8.5
190390,09/01/20,4.1,7.7
190390,10/01/20,3.2,6.6
190390,11/01/20,3.4,6.4
190390,12/01/20,4.1,6.5
190410,01/01/20,3.8,4
190410,02/01/20,3.3,3.8
190410,03/01/20,3.6,4.5
190410,04/01/20,10.6,14.4
190410,05/01/20,6.8,13
190410,06/01/20,5.2,11.2
190410,07/01/20,4.8,10.5
190410,08/01/20,3.8,8.5
190410,09/01/20,3.3,7.7
190410,10/01/20,2.6,6.6
190410,11/01/20,3,6.4
190410,12/01/20,3.3,6.5
190430,01/01/20,6.6,4
190430,02/01/20,6.4,3.8
190430,03/01/20,6.4,4.5
190430,04/01/20,11,14.4
190430,05/01/20,7.6,13
190430,06/01/20,6.1,11.2
190430,07/01/20,5,10.5
190430,08/01/20,3.9,8.5
190430,09/01/20,3.7,7.7
190430,10/01/20,2.7,6.6
190430,11/01/20,3.4,6.4
190430,12/01/20,5.2,6.5
190450,01/01/20,4.8,4
190450,02/01/20,4.2,3.8
190450,03/01/20,4.4,4.5
190450,04/01/20,13.7,14.4
190450,05/01/20,10.5,13
190450,06/01/20,8.9,11.2
190450,07/01/20,7.6,10.5
190450,08/01/20,6.5,8.5
